"time","symbol","CCI"
2021-06-25,"tcehy",-11.0651
2021-06-24,"tcehy",-34.921
2021-06-23,"tcehy",-36.1734
2021-06-22,"tcehy",-47.6346
2021-06-21,"tcehy",-28.2915
2021-06-18,"tcehy",-10.6716
2021-06-17,"tcehy",-2.988
2021-06-16,"tcehy",-14.6468
2021-06-15,"tcehy",-13.3072
2021-06-14,"tcehy",-9.469
2021-06-11,"tcehy",-10.316
2021-06-10,"tcehy",1.5068
2021-06-09,"tcehy",-3.3594
2021-06-08,"tcehy",-3.9741
2021-06-07,"tcehy",-1.0275
2021-06-04,"tcehy",18.1347
2021-06-03,"tcehy",10.1268
2021-06-02,"tcehy",36.3465
2021-06-01,"tcehy",37.4295
2021-05-28,"tcehy",7.4735
2021-05-27,"tcehy",9.2658
2021-05-26,"tcehy",15.696
2021-05-25,"tcehy",11.6401
2021-05-24,"tcehy",-15.1024
2021-05-21,"tcehy",-22.6621
2021-05-20,"tcehy",3.6879
2021-05-19,"tcehy",12.3011
2021-05-18,"tcehy",15.7648
2021-05-17,"tcehy",5.8599
2021-05-14,"tcehy",-11.1689
2021-05-13,"tcehy",-26.2196
2021-05-12,"tcehy",-11.4703
2021-05-11,"tcehy",-15.9005
2021-05-10,"tcehy",-15.7208
2021-05-07,"tcehy",13.7177
2021-05-06,"tcehy",12.791
2021-05-05,"tcehy",17.4234
2021-05-04,"tcehy",18.3115
2021-05-03,"tcehy",34.1454
2021-04-30,"tcehy",28.4553
2021-04-29,"tcehy",38.239
2021-04-28,"tcehy",42.3996
2021-04-27,"tcehy",38.0906
2021-04-26,"tcehy",33.3843
2021-04-23,"tcehy",50.1216
2021-04-22,"tcehy",41.2608
2021-04-21,"tcehy",28.0304
2021-04-20,"tcehy",23.4423
2021-04-19,"tcehy",33.4813
2021-04-16,"tcehy",45.9686
2021-04-15,"tcehy",37.9213
2021-04-14,"tcehy",35.314
2021-04-13,"tcehy",34.9532
2021-04-12,"tcehy",30.3804
2021-04-09,"tcehy",35.0934
2021-04-08,"tcehy",43.3865
2021-04-07,"tcehy",20.9502
2021-04-06,"tcehy",80.1663
2021-04-05,"tcehy",76.6732
2021-04-01,"tcehy",78.3644
2021-03-31,"tcehy",41.3948
2021-03-30,"tcehy",33.9777
2021-03-29,"tcehy",35.6031
2021-03-26,"tcehy",45.9992
2021-03-25,"tcehy",24.8075
2021-03-24,"tcehy",31.9395
2021-03-23,"tcehy",59.6846
2021-03-22,"tcehy",70.6137
2021-03-19,"tcehy",66.0565
2021-03-18,"tcehy",61.7126
2021-03-17,"tcehy",58.8403
2021-03-16,"tcehy",67.41
2021-03-15,"tcehy",71.6654
2021-03-12,"tcehy",76.565
2021-03-11,"tcehy",130.3982
2021-03-10,"tcehy",100.25
2021-03-09,"tcehy",105.9709
2021-03-08,"tcehy",91.6208
2021-03-05,"tcehy",115.0063
2021-03-04,"tcehy",127.3986
2021-03-03,"tcehy",156.5396
2021-03-02,"tcehy",151.766
2021-03-01,"tcehy",159.4099
2021-02-26,"tcehy",126.2669
2021-02-25,"tcehy",134.3331
2021-02-24,"tcehy",146.4256
2021-02-23,"tcehy",157.742
2021-02-22,"tcehy",169.1704
2021-02-19,"tcehy",212.8994
2021-02-18,"tcehy",147.3332
2021-02-17,"tcehy",229.6099
2021-02-16,"tcehy",225.8386
2021-02-12,"tcehy",252.6562
2021-02-11,"tcehy",253.6799
2021-02-10,"tcehy",251.5426
2021-02-09,"tcehy",251.4015
2021-02-08,"tcehy",234.1469
2021-02-05,"tcehy",237.6672
2021-02-04,"tcehy",240.3726
2021-02-03,"tcehy",235.4191
2021-02-02,"tcehy",236.9947
2021-02-01,"tcehy",231.5921
2021-01-29,"tcehy",195.9905
2021-01-28,"tcehy",200.0623
2021-01-27,"tcehy",195.4521
2021-01-26,"tcehy",240.6653
2021-01-25,"tcehy",270.2802
2021-01-22,"tcehy",214.8634
2021-01-21,"tcehy",200.5672
2021-01-20,"tcehy",198.8919
2021-01-19,"tcehy",177.0424
2021-01-15,"tcehy",149.196
2021-01-14,"tcehy",138.5987
2021-01-13,"tcehy",111.5664
2021-01-12,"tcehy",95.8152
2021-01-11,"tcehy",91.6925
2021-01-08,"tcehy",93.449
2021-01-07,"tcehy",64.1439
2021-01-06,"tcehy",79.8354
2021-01-05,"tcehy",95.2913
2021-01-04,"tcehy",71.3122
2020-12-31,"tcehy",59.7894
2020-12-30,"tcehy",60.6637
2020-12-29,"tcehy",40.4601
2020-12-28,"tcehy",26.1093
2020-12-24,"tcehy",47.2712
2020-12-23,"tcehy",74.7825
2020-12-22,"tcehy",74.7014
2020-12-21,"tcehy",77.1888
2020-12-18,"tcehy",87.8013
2020-12-17,"tcehy",88.7881
2020-12-16,"tcehy",79.7696
2020-12-15,"tcehy",73.0597
2020-12-14,"tcehy",78.2119
2020-12-11,"tcehy",92.1009
2020-12-10,"tcehy",93.4013
2020-12-09,"tcehy",90.1381
2020-12-08,"tcehy",96.5921
2020-12-07,"tcehy",97.7257
2020-12-04,"tcehy",98.8687
2020-12-03,"tcehy",104.158
2020-12-02,"tcehy",90.8634
2020-12-01,"tcehy",93.4411
2020-11-30,"tcehy",82.6366
2020-11-27,"tcehy",104.6844
2020-11-25,"tcehy",95.4557
2020-11-24,"tcehy",103.5671
2020-11-23,"tcehy",101.1374
2020-11-20,"tcehy",112.2723
2020-11-19,"tcehy",102.0038
2020-11-18,"tcehy",108.9365
2020-11-17,"tcehy",106.9611
2020-11-16,"tcehy",113.6354
2020-11-13,"tcehy",120.6043
2020-11-12,"tcehy",104.1962
2020-11-11,"tcehy",93.3251
2020-11-10,"tcehy",107.0745
2020-11-09,"tcehy",141.2251
2020-11-06,"tcehy",150.5161
2020-11-05,"tcehy",159.4687
2020-11-04,"tcehy",143.6114
2020-11-03,"tcehy",118.8085
2020-11-02,"tcehy",139.8531
2020-10-30,"tcehy",133.3946
2020-10-29,"tcehy",150.1793
2020-10-28,"tcehy",135.0137
2020-10-27,"tcehy",138.5946
2020-10-26,"tcehy",108.8259
2020-10-23,"tcehy",110.9393
2020-10-22,"tcehy",111.6183
2020-10-21,"tcehy",117.2372
2020-10-20,"tcehy",118.4395
2020-10-19,"tcehy",116.3709
2020-10-16,"tcehy",118.49
2020-10-15,"tcehy",112.1733
2020-10-14,"tcehy",128.9008
2020-10-13,"tcehy",132.2788
2020-10-12,"tcehy",126.089
2020-10-09,"tcehy",109.975
2020-10-08,"tcehy",100.84
2020-10-07,"tcehy",101.2294
2020-10-06,"tcehy",98.8251
2020-10-05,"tcehy",94.8638
2020-10-02,"tcehy",91.3805
2020-10-01,"tcehy",98.7295
2020-09-30,"tcehy",88.4742
2020-09-29,"tcehy",77.1701
2020-09-28,"tcehy",77.3857
2020-09-25,"tcehy",74.3317
2020-09-24,"tcehy",79.5775
2020-09-23,"tcehy",84.392
2020-09-22,"tcehy",88.1265
2020-09-21,"tcehy",88.7644
2020-09-18,"tcehy",97.7271
2020-09-17,"tcehy",101.0414
2020-09-16,"tcehy",114.0031
2020-09-15,"tcehy",119.2105
2020-09-14,"tcehy",115.1772
2020-09-11,"tcehy",97.0498
2020-09-10,"tcehy",91.3951
2020-09-09,"tcehy",98.3525
2020-09-08,"tcehy",89.7656
2020-09-04,"tcehy",105.5802
2020-09-03,"tcehy",115.9244
2020-09-02,"tcehy",140.6581
2020-09-01,"tcehy",143.9669
2020-08-31,"tcehy",128.0993
2020-08-28,"tcehy",148.0459
2020-08-27,"tcehy",163.5719
2020-08-26,"tcehy",164.2708
2020-08-25,"tcehy",163.2628
2020-08-24,"tcehy",161.1575
2020-08-21,"tcehy",148.2715
2020-08-20,"tcehy",122.4657
2020-08-19,"tcehy",117.2722
2020-08-18,"tcehy",127.6872
2020-08-17,"tcehy",128.1951
2020-08-14,"tcehy",121.9213
2020-08-13,"tcehy",128.5285
2020-08-12,"tcehy",154.7037
2020-08-11,"tcehy",139.3654
2020-08-10,"tcehy",126.0776
2020-08-07,"tcehy",157.3835
2020-08-06,"tcehy",210.1979
2020-08-05,"tcehy",215.3145
2020-08-04,"tcehy",203.653
2020-08-03,"tcehy",193.6847
2020-07-31,"tcehy",184.71
2020-07-30,"tcehy",193.4095
2020-07-29,"tcehy",211.1596
2020-07-28,"tcehy",205.7803
2020-07-27,"tcehy",194.9203
2020-07-24,"tcehy",200.3332
2020-07-23,"tcehy",230.7103
2020-07-22,"tcehy",224.9296
2020-07-21,"tcehy",247.9024
2020-07-20,"tcehy",218.5735
2020-07-17,"tcehy",210.4074
2020-07-16,"tcehy",207.1491
2020-07-15,"tcehy",247.298
2020-07-14,"tcehy",218.9732
2020-07-13,"tcehy",242.5654
2020-07-10,"tcehy",268.7324
2020-07-09,"tcehy",287.8818
2020-07-08,"tcehy",279.7934
2020-07-07,"tcehy",233.6623
2020-07-06,"tcehy",252.2927
2020-07-02,"tcehy",242.8279
2020-07-01,"tcehy",221.0707
2020-06-30,"tcehy",215.5909
2020-06-29,"tcehy",200.9984
2020-06-26,"tcehy",196.015
2020-06-25,"tcehy",204.4114
2020-06-24,"tcehy",211.9786
2020-06-23,"tcehy",231.5254
2020-06-22,"tcehy",203.7542
2020-06-19,"tcehy",164.8823
2020-06-18,"tcehy",168.9472
2020-06-17,"tcehy",158.0875
2020-06-16,"tcehy",158.5104
2020-06-15,"tcehy",134.1936
2020-06-12,"tcehy",138.566
2020-06-11,"tcehy",131.0673
2020-06-10,"tcehy",156.4522
2020-06-09,"tcehy",129.2121
2020-06-08,"tcehy",127.0393
2020-06-05,"tcehy",136.9652
2020-06-04,"tcehy",129.7223
2020-06-03,"tcehy",141.469
2020-06-02,"tcehy",141.0635
2020-06-01,"tcehy",126.1897
2020-05-29,"tcehy",106.9485
2020-05-28,"tcehy",89.4325
2020-05-27,"tcehy",105.5816
2020-05-26,"tcehy",118.3496
2020-05-22,"tcehy",97.4747
2020-05-21,"tcehy",134.106
2020-05-20,"tcehy",160.7989
2020-05-19,"tcehy",145.7054
2020-05-18,"tcehy",146.292
2020-05-15,"tcehy",123.3626
2020-05-14,"tcehy",152.2954
2020-05-13,"tcehy",190.599
2020-05-12,"tcehy",157.4813
2020-05-11,"tcehy",161.262
2020-05-08,"tcehy",138.7805
2020-05-07,"tcehy",112.031
2020-05-06,"tcehy",112.9227
2020-05-05,"tcehy",107.8068
2020-05-04,"tcehy",93.839
2020-05-01,"tcehy",91.0411
2020-04-30,"tcehy",124.798
2020-04-29,"tcehy",144.9738
2020-04-28,"tcehy",141.0055
2020-04-27,"tcehy",136.2771
2020-04-24,"tcehy",128.5593
2020-04-23,"tcehy",130.8741
2020-04-22,"tcehy",134.4706
2020-04-21,"tcehy",105.6328
2020-04-20,"tcehy",132.8181
2020-04-17,"tcehy",133.9101
2020-04-16,"tcehy",144.7249
2020-04-15,"tcehy",103.2735
2020-04-14,"tcehy",113.6445
2020-04-13,"tcehy",80.5764
2020-04-09,"tcehy",86.8208
2020-04-08,"tcehy",90.1673
2020-04-07,"tcehy",87.8876
2020-04-06,"tcehy",86.3803
2020-04-03,"tcehy",54.7017
2020-04-02,"tcehy",66.4292
2020-04-01,"tcehy",43.6113
2020-03-31,"tcehy",76.5809
2020-03-30,"tcehy",83.2093
2020-03-27,"tcehy",71.2292
2020-03-26,"tcehy",115.5167
2020-03-25,"tcehy",86.3722
2020-03-24,"tcehy",50.6756
2020-03-23,"tcehy",18.9269
2020-03-20,"tcehy",10.3603
2020-03-19,"tcehy",-5.324
2020-03-18,"tcehy",-58.2464
2020-03-17,"tcehy",-18.7851
2020-03-16,"tcehy",-64.817
2020-03-13,"tcehy",21.204
2020-03-12,"tcehy",-23.9102
2020-03-11,"tcehy",58.3132
2020-03-10,"tcehy",89.6863
2020-03-09,"tcehy",61.5507
2020-03-06,"tcehy",106.8467
2020-03-05,"tcehy",140.4456
2020-03-04,"tcehy",132.6666
2020-03-03,"tcehy",119.7976
2020-03-02,"tcehy",110.4077
2020-02-28,"tcehy",94.7754
2020-02-27,"tcehy",115.913
2020-02-26,"tcehy",141.9805
2020-02-25,"tcehy",131.5651
2020-02-24,"tcehy",100.8892
2020-02-21,"tcehy",151.6673
2020-02-20,"tcehy",172.5902
2020-02-19,"tcehy",192.5124
2020-02-18,"tcehy",184.2897
2020-02-14,"tcehy",199.0252
2020-02-13,"tcehy",205.9411
2020-02-12,"tcehy",205.2988
2020-02-11,"tcehy",194.9945
2020-02-10,"tcehy",169.0745
2020-02-07,"tcehy",155.5421
2020-02-06,"tcehy",162.7637
2020-02-05,"tcehy",152.4834
2020-02-04,"tcehy",162.5046
2020-02-03,"tcehy",112.5963
2020-01-31,"tcehy",77.9095
2020-01-30,"tcehy",101.2025
2020-01-29,"tcehy",115.2439
2020-01-28,"tcehy",82.4079
2020-01-27,"tcehy",60.0212
2020-01-24,"tcehy",106.8726
2020-01-23,"tcehy",118.6
2020-01-22,"tcehy",126.6055
2020-01-21,"tcehy",114.9062
2020-01-17,"tcehy",167.1828
2020-01-16,"tcehy",169.3709
2020-01-15,"tcehy",163.7346
2020-01-14,"tcehy",170.3952
2020-01-13,"tcehy",194.6509
2020-01-10,"tcehy",176.6825
2020-01-09,"tcehy",151.1649
2020-01-08,"tcehy",135.7612
2020-01-07,"tcehy",138.9481
2020-01-06,"tcehy",113.2512
2020-01-03,"tcehy",125.3289
2020-01-02,"tcehy",143.065
2021-08-13,"kweb",-213.3996
2021-08-12,"kweb",-209.8099
2021-08-11,"kweb",-200.4633
2021-08-10,"kweb",-201.209
2021-08-09,"kweb",-214.0503
2021-08-06,"kweb",-227.3855
2021-08-05,"kweb",-228.9034
2021-08-04,"kweb",-221.2297
2021-08-03,"kweb",-233.2005
2021-08-02,"kweb",-221.8667
2021-07-30,"kweb",-232.931
2021-07-29,"kweb",-222.3638
2021-07-28,"kweb",-229.4552
2021-07-27,"kweb",-275.5531
2021-07-26,"kweb",-245.7168
2021-07-23,"kweb",-201.5728
2021-07-22,"kweb",-155.012
2021-07-21,"kweb",-158.3326
2021-07-20,"kweb",-162.3228
2021-07-19,"kweb",-162.1549
2021-07-16,"kweb",-143.8249
2021-07-15,"kweb",-130.9877
2021-07-14,"kweb",-130.7993
2021-07-13,"kweb",-131.8364
2021-07-12,"kweb",-150.2788
2021-07-09,"kweb",-147.8864
2021-07-08,"kweb",-172.4819
2021-07-07,"kweb",-144.4498
2021-07-06,"kweb",-133.0257
2021-07-02,"kweb",-102.17
2021-07-01,"kweb",-84.4773
2021-06-30,"kweb",-72.1157
2021-06-29,"kweb",-66.79
2021-06-28,"kweb",-63.0634
2021-06-25,"kweb",-66.4759
2021-06-24,"kweb",-80.5799
2021-06-23,"kweb",-91.9681
2021-06-22,"kweb",-106.6758
2021-06-21,"kweb",-100.3378
2021-06-18,"kweb",-92.7185
2021-06-17,"kweb",-95.2266
2021-06-16,"kweb",-99.9208
2021-06-15,"kweb",-87.1847
2021-06-14,"kweb",-79.4472
2021-06-11,"kweb",-81.3383
2021-06-10,"kweb",-79.2186
2021-06-09,"kweb",-80.2628
2021-06-08,"kweb",-83.7429
2021-06-07,"kweb",-82.4463
2021-06-04,"kweb",-68.2865
2021-06-03,"kweb",-69.0429
2021-06-02,"kweb",-47.9461
2021-06-01,"kweb",-40.8821
2021-05-28,"kweb",-69.6765
2021-05-27,"kweb",-70.1542
2021-05-26,"kweb",-64.2949
2021-05-25,"kweb",-62.5712
2021-05-24,"kweb",-72.7523
2021-05-21,"kweb",-64.2751
2021-05-20,"kweb",-56.6905
2021-05-19,"kweb",-72.497
2021-05-18,"kweb",-68.3329
2021-05-17,"kweb",-79.6891
2021-05-14,"kweb",-90.5004
2021-05-13,"kweb",-98.0662
2021-05-12,"kweb",-78.0839
2021-05-11,"kweb",-79.595
2021-05-10,"kweb",-73.6663
2021-05-07,"kweb",-40.957
2021-05-06,"kweb",-42.0389
2021-05-05,"kweb",-38.5872
2021-05-04,"kweb",-33.9565
2021-05-03,"kweb",-18.2824
2021-04-30,"kweb",-11.8813
2021-04-29,"kweb",5.548
2021-04-28,"kweb",19.9915
2021-04-27,"kweb",16.8531
2021-04-26,"kweb",7.3883
2021-04-23,"kweb",10.7085
2021-04-22,"kweb",-4.7121
2021-04-21,"kweb",-20.1986
2021-04-20,"kweb",-25.8279
2021-04-19,"kweb",-16.4054
2021-04-16,"kweb",-14.8802
2021-04-15,"kweb",-16.6428
2021-04-14,"kweb",-13.2109
2021-04-13,"kweb",-9.6872
2021-04-12,"kweb",-7.3017
2021-04-09,"kweb",1.5183
2021-04-08,"kweb",16.8123
2021-04-07,"kweb",9.9423
2021-04-06,"kweb",33.433
2021-04-05,"kweb",25.0892
2021-04-01,"kweb",31.0057
2021-03-31,"kweb",8.7715
2021-03-30,"kweb",2.2687
2021-03-29,"kweb",-5.8494
2021-03-26,"kweb",-3.0063
2021-03-25,"kweb",3.9137
2021-03-24,"kweb",19.0954
2021-03-23,"kweb",62.0253
2021-03-22,"kweb",77.4934
2021-03-19,"kweb",80.3964
2021-03-18,"kweb",77.0695
2021-03-17,"kweb",86.6727
2021-03-16,"kweb",93.9503
2021-03-15,"kweb",80.9337
2021-03-12,"kweb",83.0437
2021-03-11,"kweb",104.3819
2021-03-10,"kweb",76.5949
2021-03-09,"kweb",83.2518
2021-03-08,"kweb",49.9914
2021-03-05,"kweb",83.4287
2021-03-04,"kweb",98.4621
2021-03-03,"kweb",137.6165
2021-03-02,"kweb",153.8964
2021-03-01,"kweb",162.7478
2021-02-26,"kweb",136.9356
2021-02-25,"kweb",155.2396
2021-02-24,"kweb",164.4603
2021-02-23,"kweb",181.2495
2021-02-22,"kweb",204.5389
2021-02-19,"kweb",247.7095
2021-02-18,"kweb",235.4682
2021-02-17,"kweb",267.7532
2021-02-16,"kweb",271.5937
2021-02-12,"kweb",263.3337
2021-02-11,"kweb",267.869
2021-02-10,"kweb",250.2531
2021-02-09,"kweb",235.9485
2021-02-08,"kweb",224.5592
2021-02-05,"kweb",222.8768
2021-02-04,"kweb",220.4194
2021-02-03,"kweb",216.9994
2021-02-02,"kweb",204.9004
2021-02-01,"kweb",191.1694
2021-01-29,"kweb",165.5941
2021-01-28,"kweb",174.7712
2021-01-27,"kweb",187.2851
2021-01-26,"kweb",205.7695
2021-01-25,"kweb",221.2004
2021-01-22,"kweb",194.0534
2021-01-21,"kweb",185.3213
2021-01-20,"kweb",187.9269
2021-01-19,"kweb",153.8427
2021-01-15,"kweb",124.5986
2021-01-14,"kweb",130.9509
2021-01-13,"kweb",120.0015
2021-01-12,"kweb",118.7476
2021-01-11,"kweb",118.2119
2021-01-08,"kweb",131.3428
2021-01-07,"kweb",106.5245
2021-01-06,"kweb",107.5735
2021-01-05,"kweb",113.26
2021-01-04,"kweb",96.6643
2020-12-31,"kweb",98.3545
2020-12-30,"kweb",99.0831
2020-12-29,"kweb",79.8721
2020-12-28,"kweb",65.0156
2020-12-24,"kweb",78.4156
2020-12-23,"kweb",94.6928
2020-12-22,"kweb",91.9596
2020-12-21,"kweb",97.9702
2020-12-18,"kweb",103.3624
2020-12-17,"kweb",102.1189
2020-12-16,"kweb",95.9684
2020-12-15,"kweb",92.2637
2020-12-14,"kweb",95.7415
2020-12-11,"kweb",100.8483
2020-12-10,"kweb",101.9583
2020-12-09,"kweb",99.1322
2020-12-08,"kweb",102.943
2020-12-07,"kweb",98.9386
2020-12-04,"kweb",96.3414
2020-12-03,"kweb",96.5936
2020-12-02,"kweb",86.897
2020-12-01,"kweb",95.666
2020-11-30,"kweb",99.9584
2020-11-27,"kweb",112.2716
2020-11-25,"kweb",101.1129
2020-11-24,"kweb",108.5257
2020-11-23,"kweb",105.3336
2020-11-20,"kweb",108.2613
2020-11-19,"kweb",99.4746
2020-11-18,"kweb",96.224
2020-11-17,"kweb",108.2917
2020-11-16,"kweb",120.6459
2020-11-13,"kweb",121.7854
2020-11-12,"kweb",109.9072
2020-11-11,"kweb",92.7009
2020-11-10,"kweb",93.6588
2020-11-09,"kweb",125.6588
2020-11-06,"kweb",129.9108
2020-11-05,"kweb",131.1074
2020-11-04,"kweb",122.7508
2020-11-03,"kweb",93.2181
2020-11-02,"kweb",100.2647
2020-10-30,"kweb",98.1011
2020-10-29,"kweb",107.6029
2020-10-28,"kweb",97.0474
2020-10-27,"kweb",102.183
2020-10-26,"kweb",93.8736
2020-10-23,"kweb",95.2944
2020-10-22,"kweb",99.3829
2020-10-21,"kweb",105.6247
2020-10-20,"kweb",110.511
2020-10-19,"kweb",107.9056
2020-10-16,"kweb",113.214
2020-10-15,"kweb",106.0162
2020-10-14,"kweb",117.7197
2020-10-13,"kweb",124.4265
2020-10-12,"kweb",127.845
2020-10-09,"kweb",116.8591
2020-10-08,"kweb",109.9173
2020-10-07,"kweb",110.1204
2020-10-06,"kweb",104.7547
2020-10-05,"kweb",94.2143
2020-10-02,"kweb",93.97
2020-10-01,"kweb",102.5109
2020-09-30,"kweb",97.4433
2020-09-29,"kweb",89.0014
2020-09-28,"kweb",91.8175
2020-09-25,"kweb",85.2326
2020-09-24,"kweb",88.1839
2020-09-23,"kweb",98.9289
2020-09-22,"kweb",101.6054
2020-09-21,"kweb",101.6918
2020-09-18,"kweb",110.3026
2020-09-17,"kweb",111.9642
2020-09-16,"kweb",121.1158
2020-09-15,"kweb",122.9225
2020-09-14,"kweb",116.6858
2020-09-11,"kweb",106.0449
2020-09-10,"kweb",104.1803
2020-09-09,"kweb",112.7242
2020-09-08,"kweb",108.7146
2020-09-04,"kweb",131.7894
2020-09-03,"kweb",142.3773
2020-09-02,"kweb",169.743
2020-09-01,"kweb",170.0451
2020-08-31,"kweb",157.6462
2020-08-28,"kweb",170.1214
2020-08-27,"kweb",168.5973
2020-08-26,"kweb",170.8653
2020-08-25,"kweb",167.974
2020-08-24,"kweb",165.5682
2020-08-21,"kweb",156.1662
2020-08-20,"kweb",154.1763
2020-08-19,"kweb",156.4168
2020-08-18,"kweb",167.3748
2020-08-17,"kweb",155.9752
2020-08-14,"kweb",144.8027
2020-08-13,"kweb",162.336
2020-08-12,"kweb",166.6159
2020-08-11,"kweb",166.7701
2020-08-10,"kweb",173.4667
2020-08-07,"kweb",188.5333
2020-08-06,"kweb",222.6098
2020-08-05,"kweb",228.4636
2020-08-04,"kweb",219.2714
2020-08-03,"kweb",211.6782
2020-07-31,"kweb",192.4958
2020-07-30,"kweb",185.482
2020-07-29,"kweb",192.0926
2020-07-28,"kweb",186.8017
2020-07-27,"kweb",183.6024
2020-07-24,"kweb",176.3488
2020-07-23,"kweb",202.6244
2020-07-22,"kweb",216.727
2020-07-21,"kweb",247.0258
2020-07-20,"kweb",226.2611
2020-07-17,"kweb",217.2837
2020-07-16,"kweb",211.6456
2020-07-15,"kweb",251.0982
2020-07-14,"kweb",244.6304
2020-07-13,"kweb",290.4329
2020-07-10,"kweb",310.5227
2020-07-09,"kweb",331.7587
2020-07-08,"kweb",311.7997
2020-07-07,"kweb",279.0549
2020-07-06,"kweb",303.4322
2020-07-02,"kweb",263.1141
2020-07-01,"kweb",235.0638
2020-06-30,"kweb",237.1849
2020-06-29,"kweb",235.4373
2020-06-26,"kweb",244.2361
2020-06-25,"kweb",252.7366
2020-06-24,"kweb",258.8582
2020-06-23,"kweb",281.5248
2020-06-22,"kweb",260.8019
2020-06-19,"kweb",273.8052
2020-06-18,"kweb",259.676
2020-06-17,"kweb",251.714
2020-06-16,"kweb",238.428
2020-06-15,"kweb",200.9023
2020-06-12,"kweb",191.9249
2020-06-11,"kweb",181.6178
2020-06-10,"kweb",213.5516
2020-06-09,"kweb",187.4897
2020-06-08,"kweb",202.8296
2020-06-05,"kweb",211.5397
2020-06-04,"kweb",192.3867
2020-06-03,"kweb",197.7496
2020-06-02,"kweb",165.4064
2020-06-01,"kweb",138.9254
2020-05-29,"kweb",113.3795
2020-05-28,"kweb",85.0104
2020-05-27,"kweb",97.273
2020-05-26,"kweb",113.8041
2020-05-22,"kweb",66.6306
2020-05-21,"kweb",106.1655
2020-05-20,"kweb",134.1221
2020-05-19,"kweb",145.8242
2020-05-18,"kweb",131.1909
2020-05-15,"kweb",84.7074
2020-05-14,"kweb",74.6267
2020-05-13,"kweb",88.6342
2020-05-12,"kweb",87.4372
2020-05-11,"kweb",78.9846
2020-05-08,"kweb",72.3341
2020-05-07,"kweb",39.102
2020-05-06,"kweb",31.917
2020-05-05,"kweb",23.3085
2020-05-04,"kweb",-0.7515
2020-05-01,"kweb",3.6189
2020-04-30,"kweb",52.9295
2020-04-29,"kweb",62.5019
2020-04-28,"kweb",53.4792
2020-04-27,"kweb",56.1793
2020-04-24,"kweb",39.4905
2020-04-23,"kweb",48.8276
2020-04-22,"kweb",63.6729
2020-04-21,"kweb",41.6953
2020-04-20,"kweb",68.1813
2020-04-17,"kweb",65.486
2020-04-16,"kweb",61.771
2020-04-15,"kweb",32.4718
2020-04-14,"kweb",36.685
2020-04-13,"kweb",7.3853
2020-04-09,"kweb",11.3984
2020-04-08,"kweb",0.5183
2020-04-07,"kweb",21.9063
2020-04-06,"kweb",1.0429
2020-04-03,"kweb",-29.4784
2020-04-02,"kweb",-21.4285
2020-04-01,"kweb",-20.978
2020-03-31,"kweb",-8.8222
2020-03-30,"kweb",-25.523
2020-03-27,"kweb",-24.2235
2020-03-26,"kweb",10.4205
2020-03-25,"kweb",-5.2293
2020-03-24,"kweb",-26.1346
2020-03-23,"kweb",-81.7563
2020-03-20,"kweb",-72.4845
2020-03-19,"kweb",-85.3295
2020-03-18,"kweb",-101.9044
2020-03-17,"kweb",-67.9024
2020-03-16,"kweb",-97.2643
2020-03-13,"kweb",-14.2752
2020-03-12,"kweb",-39.6646
2020-03-11,"kweb",37.549
2020-03-10,"kweb",59.0244
2020-03-09,"kweb",29.3471
2020-03-06,"kweb",73.6549
2020-03-05,"kweb",106.8586
2020-03-04,"kweb",101.2082
2020-03-03,"kweb",86.7604
2020-03-02,"kweb",87.876
2020-02-28,"kweb",64.7612
2020-02-27,"kweb",82.3164
2020-02-26,"kweb",103.6574
2020-02-25,"kweb",96.7655
2020-02-24,"kweb",90.7598
2020-02-21,"kweb",133.0055
2020-02-20,"kweb",151.4191
2020-02-19,"kweb",160.0501
2020-02-18,"kweb",148.3177
2020-02-14,"kweb",160.8194
2020-02-13,"kweb",167.9273
2020-02-12,"kweb",183.2988
2020-02-11,"kweb",167.1175
2020-02-10,"kweb",143.9604
2020-02-07,"kweb",143.6543
2020-02-06,"kweb",151.8675
2020-02-05,"kweb",147.0357
2020-02-04,"kweb",153.4633
2020-02-03,"kweb",103.0274
2020-01-31,"kweb",76.6334
2020-01-30,"kweb",87.0798
2020-01-29,"kweb",113.3281
2020-01-28,"kweb",97.6452
2020-01-27,"kweb",70.1087
2020-01-24,"kweb",120.4287
2020-01-23,"kweb",140.6404
2020-01-22,"kweb",175.8838
2020-01-21,"kweb",174.0589
2020-01-17,"kweb",217.8666
2020-01-16,"kweb",222.2647
2020-01-15,"kweb",224.5643
2020-01-14,"kweb",224.554
2020-01-13,"kweb",243.9338
2020-01-10,"kweb",217.8797
2020-01-09,"kweb",214.9689
2020-01-08,"kweb",198.9407
2020-01-07,"kweb",195.0068
2020-01-06,"kweb",183.9756
2020-01-03,"kweb",184.8475
2020-01-02,"kweb",183.0416
2021-08-13,"mchi",-185.3877
2021-08-12,"mchi",-179.0107
2021-08-11,"mchi",-159.0513
2021-08-10,"mchi",-162.5512
2021-08-09,"mchi",-180.0743
2021-08-06,"mchi",-198.5584
2021-08-05,"mchi",-187.3469
2021-08-04,"mchi",-172.8588
2021-08-03,"mchi",-197.1169
2021-08-02,"mchi",-180.293
2021-07-30,"mchi",-203.0809
2021-07-29,"mchi",-190.03
2021-07-28,"mchi",-200.4398
2021-07-27,"mchi",-277.9465
2021-07-26,"mchi",-210.3388
