"time","symbol","RSI"
2021-05-28,"tcehy",51.9656
2021-05-27,"tcehy",51.9737
2021-05-26,"tcehy",52.0367
2021-05-25,"tcehy",51.947
2021-05-24,"tcehy",51.4752
2021-05-21,"tcehy",51.2589
2021-05-20,"tcehy",51.7394
2021-05-19,"tcehy",52.0518
2021-05-18,"tcehy",52.1148
2021-05-17,"tcehy",51.9336
2021-05-14,"tcehy",51.6503
2021-05-13,"tcehy",51.1398
2021-05-12,"tcehy",51.5322
2021-05-11,"tcehy",51.6678
2021-05-10,"tcehy",51.3638
2021-05-07,"tcehy",52.0313
2021-05-06,"tcehy",52.0683
2021-05-05,"tcehy",52.1379
2021-05-04,"tcehy",52.1379
2021-05-03,"tcehy",52.4296
2021-04-30,"tcehy",52.3424
2021-04-29,"tcehy",52.6366
2021-04-28,"tcehy",52.6694
2021-04-27,"tcehy",52.5243
2021-04-26,"tcehy",52.4932
2021-04-23,"tcehy",52.7975
2021-04-22,"tcehy",52.6317
2021-04-21,"tcehy",52.4308
2021-04-20,"tcehy",52.2126
2021-04-19,"tcehy",52.4157
2021-04-16,"tcehy",52.6962
2021-04-15,"tcehy",52.5106
2021-04-14,"tcehy",52.3958
2021-04-13,"tcehy",52.5141
2021-04-12,"tcehy",52.389
2021-04-09,"tcehy",52.4229
2021-04-08,"tcehy",52.6239
2021-04-07,"tcehy",52.2342
2021-04-06,"tcehy",53.5282
2021-04-05,"tcehy",53.2954
2021-04-01,"tcehy",53.3945
2021-03-31,"tcehy",52.6578
2021-03-30,"tcehy",52.4784
2021-03-29,"tcehy",52.4525
2021-03-26,"tcehy",52.9216
2021-03-25,"tcehy",52.2612
2021-03-24,"tcehy",52.1468
2021-03-23,"tcehy",53.0006
2021-03-22,"tcehy",53.3891
2021-03-19,"tcehy",53.3651
2021-03-18,"tcehy",53.0613
2021-03-17,"tcehy",53.0823
2021-03-16,"tcehy",53.1974
2021-03-15,"tcehy",53.4005
2021-03-12,"tcehy",53.3914
2021-03-11,"tcehy",54.8256
2021-03-10,"tcehy",53.9656
2021-03-09,"tcehy",54.2461
2021-03-08,"tcehy",53.5576
2021-03-05,"tcehy",54.6842
2021-03-04,"tcehy",54.6184
2021-03-03,"tcehy",55.4044
2021-03-02,"tcehy",55.3252
2021-03-01,"tcehy",55.6466
2021-02-26,"tcehy",54.7951
2021-02-25,"tcehy",54.7951
2021-02-24,"tcehy",55.3596
2021-02-23,"tcehy",55.7191
2021-02-22,"tcehy",55.6367
2021-02-19,"tcehy",56.8846
2021-02-18,"tcehy",56.9432
2021-02-17,"tcehy",57.3272
2021-02-16,"tcehy",57.1053
2021-02-12,"tcehy",57.8472
2021-02-11,"tcehy",57.7726
2021-02-10,"tcehy",57.6087
2021-02-09,"tcehy",57.6087
2021-02-08,"tcehy",57.1164
2021-02-05,"tcehy",57.1901
2021-02-04,"tcehy",57.1882
2021-02-03,"tcehy",56.9333
2021-02-02,"tcehy",57.0793
2021-02-01,"tcehy",56.953
2021-01-29,"tcehy",56.0959
2021-01-28,"tcehy",56.217
2021-01-27,"tcehy",55.914
2021-01-26,"tcehy",56.9305
2021-01-25,"tcehy",57.8484
2021-01-22,"tcehy",56.772
2021-01-21,"tcehy",56.3975
2021-01-20,"tcehy",56.3246
2021-01-19,"tcehy",55.8941
2021-01-15,"tcehy",55.1543
2021-01-14,"tcehy",54.855
2021-01-13,"tcehy",54.3596
2021-01-12,"tcehy",53.8901
2021-01-11,"tcehy",53.7895
2021-01-08,"tcehy",54.0867
2021-01-07,"tcehy",53.2024
2021-01-06,"tcehy",53.395
2021-01-05,"tcehy",54.1655
2021-01-04,"tcehy",53.3256
2020-12-31,"tcehy",53.1102
2020-12-30,"tcehy",53.0721
2020-12-29,"tcehy",52.6525
2020-12-28,"tcehy",52.0611
2020-12-24,"tcehy",52.688
2020-12-23,"tcehy",53.7041
2020-12-22,"tcehy",53.622
2020-12-21,"tcehy",53.7802
2020-12-18,"tcehy",54.1566
2020-12-17,"tcehy",54.1499
2020-12-16,"tcehy",53.8753
2020-12-15,"tcehy",53.6625
2020-12-14,"tcehy",53.673
2020-12-11,"tcehy",54.1944
2020-12-10,"tcehy",54.3802
2020-12-09,"tcehy",54.1006
2020-12-08,"tcehy",54.4299
2020-12-07,"tcehy",54.4288
2020-12-04,"tcehy",54.4077
2020-12-03,"tcehy",54.5979
2020-12-02,"tcehy",54.1662
2020-12-01,"tcehy",54.1925
2020-11-30,"tcehy",53.8357
2020-11-27,"tcehy",54.6161
2020-11-25,"tcehy",54.3482
2020-11-24,"tcehy",54.6263
2020-11-23,"tcehy",54.3762
2020-11-20,"tcehy",54.8407
2020-11-19,"tcehy",54.5684
2020-11-18,"tcehy",54.6463
2020-11-17,"tcehy",54.5461
2020-11-16,"tcehy",54.7629
2020-11-13,"tcehy",54.9318
2020-11-12,"tcehy",54.227
2020-11-11,"tcehy",54.2644
2020-11-10,"tcehy",54.3604
2020-11-09,"tcehy",55.655
2020-11-06,"tcehy",55.9895
2020-11-05,"tcehy",56.2897
2020-11-04,"tcehy",55.8228
2020-11-03,"tcehy",54.9787
2020-11-02,"tcehy",55.6893
2020-10-30,"tcehy",55.4289
2020-10-29,"tcehy",56.0584
2020-10-28,"tcehy",55.4656
2020-10-27,"tcehy",55.6974
2020-10-26,"tcehy",54.7181
2020-10-23,"tcehy",54.8457
2020-10-22,"tcehy",54.6472
2020-10-21,"tcehy",54.8466
2020-10-20,"tcehy",54.8133
2020-10-19,"tcehy",54.666
2020-10-16,"tcehy",54.8353
2020-10-15,"tcehy",54.653
2020-10-14,"tcehy",54.9539
2020-10-13,"tcehy",55.2538
2020-10-12,"tcehy",55.0284
2020-10-09,"tcehy",54.5203
2020-10-08,"tcehy",54.1882
2020-10-07,"tcehy",54.1303
2020-10-06,"tcehy",54.0072
2020-10-05,"tcehy",53.9059
2020-10-02,"tcehy",53.6252
2020-10-01,"tcehy",53.989
2020-09-30,"tcehy",53.7786
2020-09-29,"tcehy",53.2652
2020-09-28,"tcehy",53.2904
2020-09-25,"tcehy",53.2096
2020-09-24,"tcehy",53.2958
2020-09-23,"tcehy",53.2666
2020-09-22,"tcehy",53.5106
2020-09-21,"tcehy",53.5633
2020-09-18,"tcehy",53.6879
2020-09-17,"tcehy",53.602
2020-09-16,"tcehy",54.0622
2020-09-15,"tcehy",54.2464
2020-09-14,"tcehy",54.1239
2020-09-11,"tcehy",53.5838
2020-09-10,"tcehy",53.2922
2020-09-09,"tcehy",53.6665
2020-09-08,"tcehy",53.2819
2020-09-04,"tcehy",53.9289
2020-09-03,"tcehy",53.9769
2020-09-02,"tcehy",54.8077
2020-09-01,"tcehy",54.9175
2020-08-31,"tcehy",54.3983
2020-08-28,"tcehy",54.9731
2020-08-27,"tcehy",55.2047
2020-08-26,"tcehy",55.234
2020-08-25,"tcehy",55.2245
2020-08-24,"tcehy",54.9379
2020-08-21,"tcehy",54.8405
2020-08-20,"tcehy",54.0469
2020-08-19,"tcehy",53.7124
2020-08-18,"tcehy",54.0492
2020-08-17,"tcehy",54.055
2020-08-14,"tcehy",53.7556
2020-08-13,"tcehy",53.8845
2020-08-12,"tcehy",54.6609
2020-08-11,"tcehy",54.1582
2020-08-10,"tcehy",53.8951
2020-08-07,"tcehy",54.5801
2020-08-06,"tcehy",56.2123
2020-08-05,"tcehy",56.1831
2020-08-04,"tcehy",55.8752
2020-08-03,"tcehy",55.4824
2020-07-31,"tcehy",55.2055
2020-07-30,"tcehy",55.3815
2020-07-29,"tcehy",55.804
2020-07-28,"tcehy",55.481
2020-07-27,"tcehy",55.2834
2020-07-24,"tcehy",55.4352
2020-07-23,"tcehy",55.9407
2020-07-22,"tcehy",55.7922
2020-07-21,"tcehy",56.3117
2020-07-20,"tcehy",55.6922
2020-07-17,"tcehy",55.3277
2020-07-16,"tcehy",55.2055
2020-07-15,"tcehy",56.0736
2020-07-14,"tcehy",55.4946
2020-07-13,"tcehy",55.6876
2020-07-10,"tcehy",56.4233
2020-07-09,"tcehy",56.7136
2020-07-08,"tcehy",56.6152
2020-07-07,"tcehy",55.4814
2020-07-06,"tcehy",55.9754
2020-07-02,"tcehy",55.6325
2020-07-01,"tcehy",55.1863
2020-06-30,"tcehy",54.9107
2020-06-29,"tcehy",54.603
2020-06-26,"tcehy",54.4195
2020-06-25,"tcehy",54.5899
2020-06-24,"tcehy",54.6718
2020-06-23,"tcehy",55.0101
2020-06-22,"tcehy",54.507
2020-06-19,"tcehy",53.6142
2020-06-18,"tcehy",53.6994
2020-06-17,"tcehy",53.4731
2020-06-16,"tcehy",53.3795
2020-06-15,"tcehy",53.0235
2020-06-12,"tcehy",53.0007
2020-06-11,"tcehy",52.752
2020-06-10,"tcehy",53.4343
2020-06-09,"tcehy",52.8563
2020-06-08,"tcehy",52.7983
2020-06-05,"tcehy",52.8695
2020-06-04,"tcehy",52.7311
2020-06-03,"tcehy",52.9794
2020-06-02,"tcehy",53.002
2020-06-01,"tcehy",52.6637
2020-05-29,"tcehy",52.4153
2020-05-28,"tcehy",51.8097
2020-05-27,"tcehy",52.2347
2020-05-26,"tcehy",52.3407
2020-05-22,"tcehy",51.9793
2020-05-21,"tcehy",52.779
2020-05-20,"tcehy",53.2642
2020-05-19,"tcehy",52.9067
2020-05-18,"tcehy",53.0059
2020-05-15,"tcehy",52.5067
2020-05-14,"tcehy",53.1684
2020-05-13,"tcehy",53.7406
2020-05-12,"tcehy",53.0038
2020-05-11,"tcehy",53.2112
2020-05-08,"tcehy",52.7923
2020-05-07,"tcehy",52.2352
2020-05-06,"tcehy",52.1766
2020-05-05,"tcehy",52.0564
2020-05-04,"tcehy",51.8713
2020-05-01,"tcehy",51.7104
2020-04-30,"tcehy",52.2347
2020-04-29,"tcehy",52.7192
2020-04-28,"tcehy",52.5323
2020-04-27,"tcehy",52.4894
2020-04-24,"tcehy",52.3518
2020-04-23,"tcehy",52.2325
2020-04-22,"tcehy",52.3663
2020-04-21,"tcehy",51.8165
2020-04-20,"tcehy",52.2828
2020-04-17,"tcehy",52.2489
2020-04-16,"tcehy",52.5049
2020-04-15,"tcehy",51.8409
2020-04-14,"tcehy",52.0058
2020-04-13,"tcehy",51.4889
2020-04-09,"tcehy",51.3847
2020-04-08,"tcehy",51.612
2020-04-07,"tcehy",51.3981
2020-04-06,"tcehy",51.5548
2020-04-03,"tcehy",50.8794
2020-04-02,"tcehy",51.2163
2020-04-01,"tcehy",50.6497
2020-03-31,"tcehy",51.3339
2020-03-30,"tcehy",51.5215
2020-03-27,"tcehy",51.1696
2020-03-26,"tcehy",52.0492
2020-03-25,"tcehy",51.4467
2020-03-24,"tcehy",51.1728
2020-03-23,"tcehy",50.5035
2020-03-20,"tcehy",50.1053
2020-03-19,"tcehy",50.1225
2020-03-18,"tcehy",49.0753
2020-03-17,"tcehy",49.8547
2020-03-16,"tcehy",48.9699
2020-03-13,"tcehy",50.4632
2020-03-12,"tcehy",49.5252
2020-03-11,"tcehy",51.008
2020-03-10,"tcehy",51.7614
2020-03-09,"tcehy",51.091
2020-03-06,"tcehy",52.0222
2020-03-05,"tcehy",52.674
2020-03-04,"tcehy",52.5064
2020-03-03,"tcehy",52.1165
2020-03-02,"tcehy",52.1288
2020-02-28,"tcehy",51.9146
2020-02-27,"tcehy",51.9917
2020-02-26,"tcehy",52.4862
2020-02-25,"tcehy",52.2472
2020-02-24,"tcehy",51.8708
2020-02-21,"tcehy",52.7225
2020-02-20,"tcehy",53.0549
2020-02-19,"tcehy",53.454
2020-02-18,"tcehy",53.3239
2020-02-14,"tcehy",53.5152
2020-02-13,"tcehy",53.6087
2020-02-12,"tcehy",53.5977
2020-02-11,"tcehy",53.3075
2020-02-10,"tcehy",53.0337
2020-02-07,"tcehy",52.6943
2020-02-06,"tcehy",52.8488
2020-02-05,"tcehy",52.6322
2020-02-04,"tcehy",52.7402
2020-02-03,"tcehy",52.1156
2020-01-31,"tcehy",51.528
2020-01-30,"tcehy",52.0136
2020-01-29,"tcehy",52.2019
2020-01-28,"tcehy",51.6954
2020-01-27,"tcehy",51.3824
2020-01-24,"tcehy",52.0154
2020-01-23,"tcehy",52.4068
2020-01-22,"tcehy",52.4196
2020-01-21,"tcehy",52.16
2020-01-17,"tcehy",53.1901
2020-01-16,"tcehy",53.1709
2020-01-15,"tcehy",53.0248
2020-01-14,"tcehy",53.1202
2020-01-13,"tcehy",53.5212
2020-01-10,"tcehy",53.1849
2020-01-09,"tcehy",52.8182
2020-01-08,"tcehy",52.4947
2020-01-07,"tcehy",52.5509
2020-01-06,"tcehy",52.1553
2020-01-03,"tcehy",52.2669
2020-01-02,"tcehy",52.6333
2021-08-13,"kweb",46.3256
2021-08-12,"kweb",46.5213
2021-08-11,"kweb",46.8108
2021-08-10,"kweb",46.8411
2021-08-09,"kweb",46.7639
2021-08-06,"kweb",46.3547
2021-08-05,"kweb",46.4632
2021-08-04,"kweb",46.6862
2021-08-03,"kweb",46.5037
2021-08-02,"kweb",46.8946
2021-07-30,"kweb",46.6349
2021-07-29,"kweb",46.8875
2021-07-28,"kweb",47.0199
2021-07-27,"kweb",45.9682
2021-07-26,"kweb",46.4048
2021-07-23,"kweb",47.4371
2021-07-22,"kweb",48.5191
2021-07-21,"kweb",48.5808
2021-07-20,"kweb",48.5113
2021-07-19,"kweb",48.4984
2021-07-16,"kweb",48.7533
2021-07-15,"kweb",49.1046
2021-07-14,"kweb",49.0961
2021-07-13,"kweb",49.1535
2021-07-12,"kweb",48.7315
2021-07-09,"kweb",48.9069
2021-07-08,"kweb",48.3411
2021-07-07,"kweb",48.7661
2021-07-06,"kweb",49.0238
2021-07-02,"kweb",49.7478
2021-07-01,"kweb",50.0604
2021-06-30,"kweb",50.3839
2021-06-29,"kweb",50.6427
2021-06-28,"kweb",50.5648
2021-06-25,"kweb",50.5841
2021-06-24,"kweb",50.3049
2021-06-23,"kweb",49.9537
2021-06-22,"kweb",49.6765
2021-06-21,"kweb",49.7968
2021-06-18,"kweb",49.9637
2021-06-17,"kweb",49.97
2021-06-16,"kweb",49.8098
2021-06-15,"kweb",50.03
2021-06-14,"kweb",50.3294
2021-06-11,"kweb",50.2334
2021-06-10,"kweb",50.3134
2021-06-09,"kweb",50.2034
2021-06-08,"kweb",50.1931
2021-06-07,"kweb",50.2097
2021-06-04,"kweb",50.5215
2021-06-03,"kweb",50.4092
2021-06-02,"kweb",50.8922
2021-06-01,"kweb",51.1116
2021-05-28,"kweb",50.5342
2021-05-27,"kweb",50.4828
2021-05-26,"kweb",50.5246
2021-05-25,"kweb",50.5871
2021-05-24,"kweb",50.3651
2021-05-21,"kweb",50.4852
2021-05-20,"kweb",50.7843
2021-05-19,"kweb",50.519
2021-05-18,"kweb",50.4885
2021-05-17,"kweb",50.2696
2021-05-14,"kweb",50.1416
2021-05-13,"kweb",49.6834
2021-05-12,"kweb",50.1977
2021-05-11,"kweb",50.4253
2021-05-10,"kweb",50.1822
2021-05-07,"kweb",50.9426
2021-05-06,"kweb",51.0123
2021-05-05,"kweb",51.0144
2021-05-04,"kweb",51.1131
2021-05-03,"kweb",51.3824
2021-04-30,"kweb",51.5555
2021-04-29,"kweb",51.8736
2021-04-28,"kweb",52.2888
2021-04-27,"kweb",52.2163
2021-04-26,"kweb",52.0908
2021-04-23,"kweb",52.1355
2021-04-22,"kweb",51.765
2021-04-21,"kweb",51.5637
2021-04-20,"kweb",51.27
2021-04-19,"kweb",51.4714
2021-04-16,"kweb",51.5533
2021-04-15,"kweb",51.439
2021-04-14,"kweb",51.4173
2021-04-13,"kweb",51.6337
2021-04-12,"kweb",51.6083
2021-04-09,"kweb",51.7993
2021-04-08,"kweb",52.1604
2021-04-07,"kweb",51.9717
2021-04-06,"kweb",52.6294
2021-04-05,"kweb",52.2886
2021-04-01,"kweb",52.4179
2021-03-31,"kweb",51.984
2021-03-30,"kweb",51.8826
2021-03-29,"kweb",51.5972
2021-03-26,"kweb",51.853
2021-03-25,"kweb",51.7007
2021-03-24,"kweb",51.778
2021-03-23,"kweb",53.2686
2021-03-22,"kweb",53.724
2021-03-19,"kweb",53.9044
2021-03-18,"kweb",53.6175
2021-03-17,"kweb",54.0661
2021-03-16,"kweb",54.0642
2021-03-15,"kweb",53.8722
2021-03-12,"kweb",53.8475
2021-03-11,"kweb",54.5542
2021-03-10,"kweb",53.4855
2021-03-09,"kweb",54.1647
2021-03-08,"kweb",52.8285
2021-03-05,"kweb",54.3751
2021-03-04,"kweb",54.3649
2021-03-03,"kweb",55.4346
2021-03-02,"kweb",56.0233
2021-03-01,"kweb",56.5339
2021-02-26,"kweb",55.7963
2021-02-25,"kweb",55.9607
2021-02-24,"kweb",56.6243
2021-02-23,"kweb",57.4022
2021-02-22,"kweb",57.4476
2021-02-19,"kweb",59.0046
2021-02-18,"kweb",58.7862
2021-02-17,"kweb",59.5986
2021-02-16,"kweb",59.5928
2021-02-12,"kweb",59.3358
2021-02-11,"kweb",59.3613
2021-02-10,"kweb",58.9039
2021-02-09,"kweb",58.4726
2021-02-08,"kweb",58.0139
2021-02-05,"kweb",58.0699
2021-02-04,"kweb",57.8331
2021-02-03,"kweb",57.6929
2021-02-02,"kweb",57.4275
2021-02-01,"kweb",57.0648
2021-01-29,"kweb",56.2276
2021-01-28,"kweb",56.5926
2021-01-27,"kweb",56.843
2021-01-26,"kweb",57.5097
2021-01-25,"kweb",57.9836
2021-01-22,"kweb",57.4157
2021-01-21,"kweb",57.1553
2021-01-20,"kweb",57.1361
2021-01-19,"kweb",56.2522
2021-01-15,"kweb",55.3105
2021-01-14,"kweb",55.4954
2021-01-13,"kweb",55.2826
2021-01-12,"kweb",55.1588
2021-01-11,"kweb",55.1038
2021-01-08,"kweb",55.9196
2021-01-07,"kweb",54.9744
2021-01-06,"kweb",54.8
2021-01-05,"kweb",55.4646
2021-01-04,"kweb",54.6436
2020-12-31,"kweb",54.6959
2020-12-30,"kweb",54.9257
2020-12-29,"kweb",54.2773
2020-12-28,"kweb",53.5573
2020-12-24,"kweb",54.1135
2020-12-23,"kweb",54.8886
2020-12-22,"kweb",54.6011
2020-12-21,"kweb",55.0223
2020-12-18,"kweb",55.2403
2020-12-17,"kweb",55.2183
2020-12-16,"kweb",54.9258
2020-12-15,"kweb",54.7454
2020-12-14,"kweb",54.7753
2020-12-11,"kweb",54.9364
2020-12-10,"kweb",55.2117
2020-12-09,"kweb",54.8471
2020-12-08,"kweb",55.2163
2020-12-07,"kweb",54.9316
2020-12-04,"kweb",54.8232
2020-12-03,"kweb",54.779
2020-12-02,"kweb",54.5278
2020-12-01,"kweb",54.667
2020-11-30,"kweb",54.9014
2020-11-27,"kweb",55.5314
2020-11-25,"kweb",55.0154
2020-11-24,"kweb",55.315
2020-11-23,"kweb",55.0987
2020-11-20,"kweb",55.3106
2020-11-19,"kweb",55.0155
2020-11-18,"kweb",54.5577
2020-11-17,"kweb",55.0913
2020-11-16,"kweb",55.6731
2020-11-13,"kweb",55.8346
2020-11-12,"kweb",55.173
2020-11-11,"kweb",54.8543
2020-11-10,"kweb",54.53
2020-11-09,"kweb",55.6607
2020-11-06,"kweb",56.2814
2020-11-05,"kweb",56.1832
2020-11-04,"kweb",56.0698
2020-11-03,"kweb",54.7871
2020-11-02,"kweb",54.9868
2020-10-30,"kweb",54.7991
2020-10-29,"kweb",55.2381
2020-10-28,"kweb",54.7769
2020-10-27,"kweb",55.1048
2020-10-26,"kweb",54.6636
2020-10-23,"kweb",54.7188
2020-10-22,"kweb",54.7576
2020-10-21,"kweb",54.9092
2020-10-20,"kweb",55.1388
2020-10-19,"kweb",54.8744
2020-10-16,"kweb",55.1753
2020-10-15,"kweb",54.9613
2020-10-14,"kweb",55.1781
2020-10-13,"kweb",55.5524
2020-10-12,"kweb",55.6079
2020-10-09,"kweb",55.2627
2020-10-08,"kweb",54.8765
2020-10-07,"kweb",54.8473
2020-10-06,"kweb",54.5973
2020-10-05,"kweb",54.2515
2020-10-02,"kweb",54.0788
2020-10-01,"kweb",54.5074
2020-09-30,"kweb",54.2949
2020-09-29,"kweb",53.9099
2020-09-28,"kweb",54.0663
2020-09-25,"kweb",53.8461
2020-09-24,"kweb",53.8619
2020-09-23,"kweb",54.0806
2020-09-22,"kweb",54.2777
2020-09-21,"kweb",54.3253
2020-09-18,"kweb",54.4903
2020-09-17,"kweb",54.5062
2020-09-16,"kweb",54.677
2020-09-15,"kweb",54.737
2020-09-14,"kweb",54.5357
2020-09-11,"kweb",54.0951
2020-09-10,"kweb",53.8418
2020-09-09,"kweb",54.3537
2020-09-08,"kweb",54.1114
2020-09-04,"kweb",55.1257
2020-09-03,"kweb",55.1178
2020-09-02,"kweb",56.0566
2020-09-01,"kweb",56.1464
2020-08-31,"kweb",55.484
2020-08-28,"kweb",55.9781
2020-08-27,"kweb",55.7343
2020-08-26,"kweb",55.8212
2020-08-25,"kweb",55.7287
2020-08-24,"kweb",55.4048
2020-08-21,"kweb",55.121
2020-08-20,"kweb",55.0351
2020-08-19,"kweb",54.9062
2020-08-18,"kweb",55.208
2020-08-17,"kweb",54.9212
2020-08-14,"kweb",54.4219
2020-08-13,"kweb",54.8357
2020-08-12,"kweb",55.0606
2020-08-11,"kweb",54.7839
2020-08-10,"kweb",54.9688
2020-08-07,"kweb",55.2071
2020-08-06,"kweb",56.3346
2020-08-05,"kweb",56.3213
2020-08-04,"kweb",55.9775
2020-08-03,"kweb",55.6949
2020-07-31,"kweb",55.1881
2020-07-30,"kweb",54.9371
2020-07-29,"kweb",54.9438
2020-07-28,"kweb",54.6509
2020-07-27,"kweb",54.7512
2020-07-24,"kweb",54.5021
2020-07-23,"kweb",54.7821
2020-07-22,"kweb",55.1041
2020-07-21,"kweb",55.6876
2020-07-20,"kweb",55.3485
2020-07-17,"kweb",54.9696
2020-07-16,"kweb",54.8499
2020-07-15,"kweb",55.5501
2020-07-14,"kweb",55.5004
2020-07-13,"kweb",55.918
2020-07-10,"kweb",56.5195
2020-07-09,"kweb",56.8271
2020-07-08,"kweb",56.4257
2020-07-07,"kweb",55.5532
2020-07-06,"kweb",55.8937
2020-07-02,"kweb",55.1502
2020-07-01,"kweb",54.5337
2020-06-30,"kweb",54.4451
2020-06-29,"kweb",54.4662
2020-06-26,"kweb",54.4164
2020-06-25,"kweb",54.6088
2020-06-24,"kweb",54.5448
2020-06-23,"kweb",54.849
2020-06-22,"kweb",54.4686
2020-06-19,"kweb",54.4686
2020-06-18,"kweb",54.2589
2020-06-17,"kweb",54.1421
2020-06-16,"kweb",53.7723
2020-06-15,"kweb",53.4073
2020-06-12,"kweb",53.0867
2020-06-11,"kweb",52.7389
2020-06-10,"kweb",53.3999
2020-06-09,"kweb",52.9531
2020-06-08,"kweb",53.0667
2020-06-05,"kweb",53.2529
2020-06-04,"kweb",52.8353
2020-06-03,"kweb",53.0279
2020-06-02,"kweb",52.5638
2020-06-01,"kweb",52.1558
2020-05-29,"kweb",51.8475
2020-05-28,"kweb",51.1475
2020-05-27,"kweb",51.4158
2020-05-26,"kweb",51.5999
2020-05-22,"kweb",50.897
2020-05-21,"kweb",51.5944
2020-05-20,"kweb",51.9644
2020-05-19,"kweb",52.066
2020-05-18,"kweb",52.037
2020-05-15,"kweb",51.3117
2020-05-14,"kweb",51.1931
2020-05-13,"kweb",51.1504
2020-05-12,"kweb",51.0881
2020-05-11,"kweb",51.0489
2020-05-08,"kweb",51.0692
2020-05-07,"kweb",50.446
2020-05-06,"kweb",50.2403
2020-05-05,"kweb",50.0973
2020-05-04,"kweb",49.7935
2020-05-01,"kweb",49.6997
2020-04-30,"kweb",50.5654
2020-04-29,"kweb",50.8455
2020-04-28,"kweb",50.4324
2020-04-27,"kweb",50.6888
2020-04-24,"kweb",50.3809
2020-04-23,"kweb",50.4115
2020-04-22,"kweb",50.7287
2020-04-21,"kweb",50.3713
2020-04-20,"kweb",50.7996
2020-04-17,"kweb",50.7296
2020-04-16,"kweb",50.7672
2020-04-15,"kweb",50.3235
2020-04-14,"kweb",50.2766
2020-04-13,"kweb",49.8488
2020-04-09,"kweb",49.7879
2020-04-08,"kweb",49.6967
2020-04-07,"kweb",49.9777
2020-04-06,"kweb",49.7827
2020-04-03,"kweb",49.1328
2020-04-02,"kweb",49.4126
2020-04-01,"kweb",49.1795
2020-03-31,"kweb",49.547
2020-03-30,"kweb",49.2589
2020-03-27,"kweb",49.166
2020-03-26,"kweb",49.9371
2020-03-25,"kweb",49.4723
2020-03-24,"kweb",49.243
2020-03-23,"kweb",48.3456
2020-03-20,"kweb",48.1697
2020-03-19,"kweb",48.1764
2020-03-18,"kweb",47.8859
2020-03-17,"kweb",48.6326
2020-03-16,"kweb",47.7307
2020-03-13,"kweb",49.3077
2020-03-12,"kweb",48.7323
2020-03-11,"kweb",50.0675
2020-03-10,"kweb",50.7287
2020-03-09,"kweb",50.0802
2020-03-06,"kweb",50.8384
2020-03-05,"kweb",51.5119
2020-03-04,"kweb",51.4033
2020-03-03,"kweb",50.985
2020-03-02,"kweb",51.2182
2020-02-28,"kweb",50.8238
2020-02-27,"kweb",50.8749
2020-02-26,"kweb",51.2819
2020-02-25,"kweb",51.0055
2020-02-24,"kweb",51.1479
2020-02-21,"kweb",51.7669
2020-02-20,"kweb",52.0743
2020-02-19,"kweb",52.3266
2020-02-18,"kweb",52.0057
2020-02-14,"kweb",52.209
2020-02-13,"kweb",52.3883
2020-02-12,"kweb",52.6829
2020-02-11,"kweb",52.2375
2020-02-10,"kweb",51.9751
2020-02-07,"kweb",51.8322
2020-02-06,"kweb",52.0635
2020-02-05,"kweb",51.7402
2020-02-04,"kweb",51.9917
2020-02-03,"kweb",51.308
2020-01-31,"kweb",50.7065
2020-01-30,"kweb",51.0058
2020-01-29,"kweb",51.3687
2020-01-28,"kweb",51.1784
2020-01-27,"kweb",50.8189
2020-01-24,"kweb",51.3299
2020-01-23,"kweb",51.9746
2020-01-22,"kweb",52.3035
2020-01-21,"kweb",52.4517
2020-01-17,"kweb",53.1886
2020-01-16,"kweb",53.162
2020-01-15,"kweb",53.1706
2020-01-14,"kweb",53.1253
2020-01-13,"kweb",53.464
2020-01-10,"kweb",52.8928
2020-01-09,"kweb",52.8126
2020-01-08,"kweb",52.5717
2020-01-07,"kweb",52.4452
2020-01-06,"kweb",52.2647
2020-01-03,"kweb",52.161
2020-01-02,"kweb",52.396
2021-08-13,"mchi",49.0106
2021-08-12,"mchi",49.1118
2021-08-11,"mchi",49.4246
2021-08-10,"mchi",49.378
2021-08-09,"mchi",49.2026
2021-08-06,"mchi",48.8555
2021-08-05,"mchi",49.0886
2021-08-04,"mchi",49.3121
2021-08-03,"mchi",49.029
2021-08-02,"mchi",49.2549
2021-07-30,"mchi",48.9936
2021-07-29,"mchi",49.1128
2021-07-28,"mchi",49.1815
2021-07-27,"mchi",48.014
2021-07-26,"mchi",48.7697
2021-07-23,"mchi",49.9287
2021-07-22,"mchi",50.6947
2021-07-21,"mchi",50.6975
2021-07-20,"mchi",50.5019
2021-07-19,"mchi",50.539
2021-07-16,"mchi",50.8359
2021-07-15,"mchi",51.1059
2021-07-14,"mchi",50.9072
2021-07-13,"mchi",50.9358
2021-07-12,"mchi",50.6987
2021-07-09,"mchi",50.7725
2021-07-08,"mchi",50.2234
2021-07-07,"mchi",50.8678
2021-07-06,"mchi",50.9599
2021-07-02,"mchi",51.6109
2021-07-01,"mchi",51.9647
2021-06-30,"mchi",52.1634
2021-06-29,"mchi",52.4254
2021-06-28,"mchi",52.482
2021-06-25,"mchi",52.3499
2021-06-24,"mchi",51.9759
2021-06-23,"mchi",51.7246
2021-06-22,"mchi",51.4415
2021-06-21,"mchi",51.6111
2021-06-18,"mchi",51.6257
2021-06-17,"mchi",51.6577
2021-06-16,"mchi",51.3167
2021-06-15,"mchi",51.6794
