"time","symbol","OBV"
2021-05-03,"tcehy",52037747
2021-04-30,"tcehy",49957628
2021-04-29,"tcehy",51960149
2021-04-28,"tcehy",54531626
2021-04-27,"tcehy",53398756
2021-04-26,"tcehy",51586321
2021-04-23,"tcehy",53489352
2021-04-22,"tcehy",51849320
2021-04-21,"tcehy",50156184
2021-04-20,"tcehy",48395342
2021-04-19,"tcehy",51374388
2021-04-16,"tcehy",53518755
2021-04-15,"tcehy",51387964
2021-04-14,"tcehy",49225057
2021-04-13,"tcehy",51141497
2021-04-12,"tcehy",48406149
2021-04-09,"tcehy",51214779
2021-04-08,"tcehy",54137022
2021-04-07,"tcehy",50343575
2021-04-06,"tcehy",70917620
2021-04-05,"tcehy",68717784
2021-04-01,"tcehy",70929975
2021-03-31,"tcehy",68916924
2021-03-30,"tcehy",65147440
2021-03-29,"tcehy",63431515
2021-03-26,"tcehy",66900428
2021-03-25,"tcehy",60977327
2021-03-24,"tcehy",56229899
2021-03-23,"tcehy",62213772
2021-03-22,"tcehy",64074764
2021-03-19,"tcehy",62221710
2021-03-18,"tcehy",59718443
2021-03-17,"tcehy",61705299
2021-03-16,"tcehy",63776125
2021-03-15,"tcehy",65838734
2021-03-12,"tcehy",63199050
2021-03-11,"tcehy",68411014
2021-03-10,"tcehy",66499180
2021-03-09,"tcehy",68698724
2021-03-08,"tcehy",65982705
2021-03-05,"tcehy",69050810
2021-03-04,"tcehy",63839726
2021-03-03,"tcehy",68419576
2021-03-02,"tcehy",64606651
2021-03-01,"tcehy",65767291
2021-02-26,"tcehy",62274976
2021-02-25,"tcehy",62274976
2021-02-24,"tcehy",64796582
2021-02-23,"tcehy",67815582
2021-02-22,"tcehy",64251167
2021-02-19,"tcehy",67378428
2021-02-18,"tcehy",69038954
2021-02-17,"tcehy",72189498
2021-02-16,"tcehy",70311234
2021-02-12,"tcehy",72150603
2021-02-11,"tcehy",71190318
2021-02-10,"tcehy",69148979
2021-02-09,"tcehy",69148979
2021-02-08,"tcehy",66747926
2021-02-05,"tcehy",69346248
2021-02-04,"tcehy",67814027
2021-02-03,"tcehy",65834900
2021-02-02,"tcehy",68152582
2021-02-01,"tcehy",65584539
2021-01-29,"tcehy",63161353
2021-01-28,"tcehy",64697086
2021-01-27,"tcehy",62597928
2021-01-26,"tcehy",65205318
2021-01-25,"tcehy",68773180
2021-01-22,"tcehy",62100795
2021-01-21,"tcehy",58410470
2021-01-20,"tcehy",54260622
2021-01-19,"tcehy",49848525
2021-01-15,"tcehy",45696078
2021-01-14,"tcehy",42997547
2021-01-13,"tcehy",39819951
2021-01-12,"tcehy",36464739
2021-01-11,"tcehy",34121164
2021-01-08,"tcehy",37712368
2021-01-07,"tcehy",26835622
2021-01-06,"tcehy",33703354
2021-01-05,"tcehy",38081439
2021-01-04,"tcehy",35878446
2020-12-31,"tcehy",32858894
2020-12-30,"tcehy",30296901
2020-12-29,"tcehy",27296066
2020-12-28,"tcehy",22670518
2020-12-24,"tcehy",29528552
2020-12-23,"tcehy",35223824
2020-12-22,"tcehy",34133185
2020-12-21,"tcehy",37841962
2020-12-18,"tcehy",39459584
2020-12-17,"tcehy",38228667
2020-12-16,"tcehy",37339414
2020-12-15,"tcehy",36121145
2020-12-14,"tcehy",37994283
2020-12-11,"tcehy",40442346
2020-12-10,"tcehy",41640199
2020-12-09,"tcehy",39517182
2020-12-08,"tcehy",41176316
2020-12-07,"tcehy",39661090
2020-12-04,"tcehy",37504031
2020-12-03,"tcehy",38940003
2020-12-02,"tcehy",37452355
2020-12-01,"tcehy",39544412
2020-11-30,"tcehy",37661177
2020-11-27,"tcehy",41227982
2020-11-25,"tcehy",40134615
2020-11-24,"tcehy",41917653
2020-11-23,"tcehy",40282481
2020-11-20,"tcehy",42878238
2020-11-19,"tcehy",40216896
2020-11-18,"tcehy",43266121
2020-11-17,"tcehy",40205440
2020-11-16,"tcehy",41978114
2020-11-13,"tcehy",45086232
2020-11-12,"tcehy",37880699
2020-11-11,"tcehy",43548367
2020-11-10,"tcehy",49830975
2020-11-09,"tcehy",55865199
2020-11-06,"tcehy",61470130
2020-11-05,"tcehy",67375942
2020-11-04,"tcehy",62354885
2020-11-03,"tcehy",57033401
2020-11-02,"tcehy",62981095
2020-10-30,"tcehy",58776724
2020-10-29,"tcehy",62359043
2020-10-28,"tcehy",58517048
2020-10-27,"tcehy",63034262
2020-10-26,"tcehy",59731326
2020-10-23,"tcehy",62065278
2020-10-22,"tcehy",60471630
2020-10-21,"tcehy",62054997
2020-10-20,"tcehy",59900483
2020-10-19,"tcehy",57739172
2020-10-16,"tcehy",59576373
2020-10-15,"tcehy",56131286
2020-10-14,"tcehy",58035241
2020-10-13,"tcehy",60662405
2020-10-12,"tcehy",56893803
2020-10-09,"tcehy",53698676
2020-10-08,"tcehy",51579281
2020-10-07,"tcehy",49392253
2020-10-06,"tcehy",45502214
2020-10-05,"tcehy",41918901
2020-10-02,"tcehy",40412655
2020-10-01,"tcehy",42972953
2020-09-30,"tcehy",40401707
2020-09-29,"tcehy",36666816
2020-09-28,"tcehy",38314730
2020-09-25,"tcehy",37123039
2020-09-24,"tcehy",41474292
2020-09-23,"tcehy",39208983
2020-09-22,"tcehy",41254090
2020-09-21,"tcehy",43080011
2020-09-18,"tcehy",46494569
2020-09-17,"tcehy",41617794
2020-09-16,"tcehy",43949593
2020-09-15,"tcehy",46084158
2020-09-14,"tcehy",44617629
2020-09-11,"tcehy",42645947
2020-09-10,"tcehy",40239636
2020-09-09,"tcehy",43268489
2020-09-08,"tcehy",40563499
2020-09-04,"tcehy",43885437
2020-09-03,"tcehy",47325350
2020-09-02,"tcehy",51870165
2020-09-01,"tcehy",55624771
2020-08-31,"tcehy",52635377
2020-08-28,"tcehy",56235885
2020-08-27,"tcehy",58573933
2020-08-26,"tcehy",61624785
2020-08-25,"tcehy",58289468
2020-08-24,"tcehy",54565944
2020-08-21,"tcehy",51597454
2020-08-20,"tcehy",48161769
2020-08-19,"tcehy",46491860
2020-08-18,"tcehy",48854575
2020-08-17,"tcehy",50485426
2020-08-14,"tcehy",48441670
2020-08-13,"tcehy",51521776
2020-08-12,"tcehy",55761127
2020-08-11,"tcehy",51872459
2020-08-10,"tcehy",48899163
2020-08-07,"tcehy",57930176
2020-08-06,"tcehy",67026702
2020-08-05,"tcehy",65170736
2020-08-04,"tcehy",62696734
2020-08-03,"tcehy",60671372
2020-07-31,"tcehy",57669184
2020-07-30,"tcehy",60102478
2020-07-29,"tcehy",62209771
2020-07-28,"tcehy",60006621
2020-07-27,"tcehy",56485058
2020-07-24,"tcehy",60227651
2020-07-23,"tcehy",63507872
2020-07-22,"tcehy",58663383
2020-07-21,"tcehy",61767173
2020-07-20,"tcehy",58161012
2020-07-17,"tcehy",55761224
2020-07-16,"tcehy",54383631
2020-07-15,"tcehy",57419998
2020-07-14,"tcehy",54518368
2020-07-13,"tcehy",57389174
2020-07-10,"tcehy",62267269
2020-07-09,"tcehy",65449130
2020-07-08,"tcehy",59572856
2020-07-07,"tcehy",54603143
2020-07-06,"tcehy",57127908
2020-07-02,"tcehy",53518058
2020-07-01,"tcehy",49626899
2020-06-30,"tcehy",46931147
2020-06-29,"tcehy",42868395
2020-06-26,"tcehy",40337415
2020-06-25,"tcehy",42363526
2020-06-24,"tcehy",45506753
2020-06-23,"tcehy",48093488
2020-06-22,"tcehy",43634588
2020-06-19,"tcehy",36357615
2020-06-18,"tcehy",38898240
2020-06-17,"tcehy",36533910
2020-06-16,"tcehy",33946332
2020-06-15,"tcehy",30535915
2020-06-12,"tcehy",28431616
2020-06-11,"tcehy",26456523
2020-06-10,"tcehy",28864040
2020-06-09,"tcehy",25269450
2020-06-08,"tcehy",23128752
2020-06-05,"tcehy",27269995
2020-06-04,"tcehy",23255189
2020-06-03,"tcehy",26194093
2020-06-02,"tcehy",29461001
2020-06-01,"tcehy",24792797
2020-05-29,"tcehy",22367668
2020-05-28,"tcehy",16269429
2020-05-27,"tcehy",20340750
2020-05-26,"tcehy",24952941
2020-05-22,"tcehy",19854747
2020-05-21,"tcehy",27888053
2020-05-20,"tcehy",33301215
2020-05-19,"tcehy",27877463
2020-05-18,"tcehy",31414844
2020-05-15,"tcehy",27943427
2020-05-14,"tcehy",32797337
2020-05-13,"tcehy",38823073
2020-05-12,"tcehy",29600323
2020-05-11,"tcehy",33710543
2020-05-08,"tcehy",28980375
2020-05-07,"tcehy",23970540
2020-05-06,"tcehy",21323450
2020-05-05,"tcehy",18438576
2020-05-04,"tcehy",15785609
2020-05-01,"tcehy",13342052
2020-04-30,"tcehy",18995018
2020-04-29,"tcehy",22092797
2020-04-28,"tcehy",20150430
2020-04-27,"tcehy",17232306
2020-04-24,"tcehy",15268655
2020-04-23,"tcehy",13633049
2020-04-22,"tcehy",15873655
2020-04-21,"tcehy",13153712
2020-04-20,"tcehy",15634107
2020-04-17,"tcehy",13101878
2020-04-16,"tcehy",16805783
2020-04-15,"tcehy",11336023
2020-04-14,"tcehy",14327105
2020-04-13,"tcehy",11114469
2020-04-09,"tcehy",7349936
2020-04-08,"tcehy",11567720
2020-04-07,"tcehy",8353451
2020-04-06,"tcehy",11635963
2020-04-03,"tcehy",8814606
2020-04-02,"tcehy",11679762
2020-04-01,"tcehy",8480217
2020-03-31,"tcehy",12669397
2020-03-30,"tcehy",15259282
2020-03-27,"tcehy",11490262
2020-03-26,"tcehy",15252439
2020-03-25,"tcehy",7789031
2020-03-24,"tcehy",2611802
2020-03-23,"tcehy",-9327656
2020-03-20,"tcehy",-17940251
2020-03-19,"tcehy",-9029141
2020-03-18,"tcehy",-16838319
2020-03-17,"tcehy",-8378067
2020-03-16,"tcehy",-16982469
2020-03-13,"tcehy",-7880062
2020-03-12,"tcehy",-16378466
2020-03-11,"tcehy",-4576964
2020-03-10,"tcehy",1515982
2020-03-09,"tcehy",-3555665
2020-03-06,"tcehy",3303229
2020-03-05,"tcehy",8120593
2020-03-04,"tcehy",1253439
2020-03-03,"tcehy",-2960150
2020-03-02,"tcehy",2375783
2020-02-28,"tcehy",-3625521
2020-02-27,"tcehy",3537896
2020-02-26,"tcehy",12046467
2020-02-25,"tcehy",5807035
2020-02-24,"tcehy",-2017373
2020-02-21,"tcehy",2650194
2020-02-20,"tcehy",6753714
2020-02-19,"tcehy",10342706
2020-02-18,"tcehy",6845582
2020-02-14,"tcehy",9537665
2020-02-13,"tcehy",12050952
2020-02-12,"tcehy",8590267
2020-02-11,"tcehy",3620921
2020-02-10,"tcehy",-1668444
2020-02-07,"tcehy",-5215983
2020-02-06,"tcehy",-1101053
2020-02-05,"tcehy",-4360892
2020-02-04,"tcehy",879640
2020-02-03,"tcehy",-3971287
2020-01-31,"tcehy",-9315346
2020-01-30,"tcehy",-3726549
2020-01-29,"tcehy",1704525
2020-01-28,"tcehy",-4384705
2020-01-27,"tcehy",-11595271
2020-01-24,"tcehy",-2324271
2020-01-23,"tcehy",1924024
2020-01-22,"tcehy",6505759
2020-01-21,"tcehy",1757608
2020-01-17,"tcehy",8180909
2020-01-16,"tcehy",6334748
2020-01-15,"tcehy",4066962
2020-01-14,"tcehy",7216347
2020-01-13,"tcehy",10611500
2020-01-10,"tcehy",5690783
2020-01-09,"tcehy",317571
2020-01-08,"tcehy",-2556399
2020-01-07,"tcehy",368796
2020-01-06,"tcehy",-4298233
2020-01-03,"tcehy",413844
2020-01-02,"tcehy",3142349
2021-08-13,"kweb",-104252254
2021-08-12,"kweb",-98484025
2021-08-11,"kweb",-90584073
2021-08-10,"kweb",-85317287
2021-08-09,"kweb",-92544142
2021-08-06,"kweb",-105606427
2021-08-05,"kweb",-98476312
2021-08-04,"kweb",-91369352
2021-08-03,"kweb",-98508247
2021-08-02,"kweb",-89543834
2021-07-30,"kweb",-98104350
2021-07-29,"kweb",-87010930
2021-07-28,"kweb",-70196856
2021-07-27,"kweb",-95316688
2021-07-26,"kweb",-63188734
2021-07-23,"kweb",-42406462
2021-07-22,"kweb",-26849602
2021-07-21,"kweb",-21274133
2021-07-20,"kweb",-26557920
2021-07-19,"kweb",-35665570
2021-07-16,"kweb",-29617397
2021-07-15,"kweb",-24179766
2021-07-14,"kweb",-30310974
2021-07-13,"kweb",-21603678
2021-07-12,"kweb",-35813278
2021-07-09,"kweb",-29983347
2021-07-08,"kweb",-42755124
2021-07-07,"kweb",-32853100
2021-07-06,"kweb",-27287623
2021-07-02,"kweb",-18575875
2021-07-01,"kweb",-12002522
2021-06-30,"kweb",-7627584
2021-06-29,"kweb",-3715494
2021-06-28,"kweb",-11041835
2021-06-25,"kweb",-7749389
2021-06-24,"kweb",-11241623
2021-06-23,"kweb",-15272816
2021-06-22,"kweb",-19104238
2021-06-21,"kweb",-17164470
2021-06-18,"kweb",-14569026
2021-06-17,"kweb",-11693713
2021-06-16,"kweb",-14666408
2021-06-15,"kweb",-11806706
2021-06-14,"kweb",-10397637
2021-06-11,"kweb",-12444358
2021-06-10,"kweb",-10209877
2021-06-09,"kweb",-12082161
2021-06-08,"kweb",-13712242
2021-06-07,"kweb",-11963203
2021-06-04,"kweb",-9422519
2021-06-03,"kweb",-11301423
2021-06-02,"kweb",-8548056
2021-06-01,"kweb",-5622443
2021-05-28,"kweb",-11598564
2021-05-27,"kweb",-14837349
2021-05-26,"kweb",-11442514
2021-05-25,"kweb",-8779520
2021-05-24,"kweb",-11266585
2021-05-21,"kweb",-8329170
2021-05-20,"kweb",-4339272
2021-05-19,"kweb",-10560598
2021-05-18,"kweb",-16858493
2021-05-17,"kweb",-20759894
2021-05-14,"kweb",-22908328
2021-05-13,"kweb",-26994237
2021-05-12,"kweb",-20980704
2021-05-11,"kweb",-17382420
2021-05-10,"kweb",-23118507
2021-05-07,"kweb",-18886956
2021-05-06,"kweb",-16778033
2021-05-05,"kweb",-13618289
2021-05-04,"kweb",-12495380
2021-05-03,"kweb",-10554424
2021-04-30,"kweb",-7436714
2021-04-29,"kweb",-4346594
2021-04-28,"kweb",966065
2021-04-27,"kweb",-1652913
2021-04-26,"kweb",-3424482
2021-04-23,"kweb",-1236762
2021-04-22,"kweb",-4554738
2021-04-21,"kweb",-9358707
2021-04-20,"kweb",-12624826
2021-04-19,"kweb",-8974583
2021-04-16,"kweb",-6933619
2021-04-15,"kweb",-10329862
2021-04-14,"kweb",-13668378
2021-04-13,"kweb",-9194636
2021-04-12,"kweb",-14725551
2021-04-09,"kweb",-10371256
2021-04-08,"kweb",-7751590
2021-04-07,"kweb",-9879718
2021-04-06,"kweb",-4859659
2021-04-05,"kweb",-8559095
2021-04-01,"kweb",-5873727
2021-03-31,"kweb",-9719955
2021-03-30,"kweb",-12389509
2021-03-29,"kweb",-16723077
2021-03-26,"kweb",-10327901
2021-03-25,"kweb",-23915727
2021-03-24,"kweb",-18525182
2021-03-23,"kweb",-12797559
2021-03-22,"kweb",-10697340
2021-03-19,"kweb",-9465698
2021-03-18,"kweb",-11306415
2021-03-17,"kweb",-8976822
2021-03-16,"kweb",-11067548
2021-03-15,"kweb",-13161731
2021-03-12,"kweb",-15492575
2021-03-11,"kweb",-13063907
2021-03-10,"kweb",-16579807
2021-03-09,"kweb",-13078605
2021-03-08,"kweb",-16597711
2021-03-05,"kweb",-13561892
2021-03-04,"kweb",-16783726
2021-03-03,"kweb",-13247732
2021-03-02,"kweb",-11417171
2021-03-01,"kweb",-10016196
2021-02-26,"kweb",-11637888
2021-02-25,"kweb",-8475066
2021-02-24,"kweb",-5585369
2021-02-23,"kweb",-2531184
2021-02-22,"kweb",585800
2021-02-19,"kweb",2985392
2021-02-18,"kweb",987135
2021-02-17,"kweb",3541015
2021-02-16,"kweb",1426465
2021-02-12,"kweb",-292014
2021-02-11,"kweb",944100
2021-02-10,"kweb",-289413
2021-02-09,"kweb",-1908522
2021-02-08,"kweb",-3130227
2021-02-05,"kweb",-2177803
2021-02-04,"kweb",-3366158
2021-02-03,"kweb",-5136656
2021-02-02,"kweb",-7166238
2021-02-01,"kweb",-8985909
2021-01-29,"kweb",-10345776
2021-01-28,"kweb",-8855615
2021-01-27,"kweb",-6731478
2021-01-26,"kweb",-4529930
2021-01-25,"kweb",-2724110
2021-01-22,"kweb",-5955593
2021-01-21,"kweb",-7539049
2021-01-20,"kweb",-8720218
2021-01-19,"kweb",-10509764
2021-01-15,"kweb",-12111689
2021-01-14,"kweb",-11440463
2021-01-13,"kweb",-12546876
2021-01-12,"kweb",-13809935
2021-01-11,"kweb",-14443642
2021-01-08,"kweb",-13256650
2021-01-07,"kweb",-15371414
2021-01-06,"kweb",-16440543
2021-01-05,"kweb",-14777042
2021-01-04,"kweb",-16818680
2020-12-31,"kweb",-15630564
2020-12-30,"kweb",-14618817
2020-12-29,"kweb",-15905425
2020-12-28,"kweb",-17418102
2020-12-24,"kweb",-14839308
2020-12-23,"kweb",-13059778
2020-12-22,"kweb",-13717442
2020-12-21,"kweb",-11806172
2020-12-18,"kweb",-10943721
2020-12-17,"kweb",-11982968
2020-12-16,"kweb",-12854748
2020-12-15,"kweb",-13578917
2020-12-14,"kweb",-12754260
2020-12-11,"kweb",-11617979
2020-12-10,"kweb",-11050154
2020-12-09,"kweb",-12641526
2020-12-08,"kweb",-11372220
2020-12-07,"kweb",-12226005
2020-12-04,"kweb",-13858217
2020-12-03,"kweb",-14684853
2020-12-02,"kweb",-16008012
2020-12-01,"kweb",-13785986
2020-11-30,"kweb",-8397809
2020-11-27,"kweb",-6055045
2020-11-25,"kweb",-6707366
2020-11-24,"kweb",-4627428
2020-11-23,"kweb",-6299650
2020-11-20,"kweb",-5030075
2020-11-19,"kweb",-6425233
2020-11-18,"kweb",-8916193
2020-11-17,"kweb",-5347384
2020-11-16,"kweb",-2882299
2020-11-13,"kweb",-80648
2020-11-12,"kweb",-1525494
2020-11-11,"kweb",-4681805
2020-11-10,"kweb",-10298354
2020-11-09,"kweb",-4400914
2020-11-06,"kweb",82910
2020-11-05,"kweb",-2269788
2020-11-04,"kweb",-8367686
2020-11-03,"kweb",-14465110
2020-11-02,"kweb",-9940453
2020-10-30,"kweb",-11681451
2020-10-29,"kweb",-9430353
2020-10-28,"kweb",-11748490
2020-10-27,"kweb",-10102646
2020-10-26,"kweb",-12944752
2020-10-23,"kweb",-9256937
2020-10-22,"kweb",-8193653
2020-10-21,"kweb",-6726720
2020-10-20,"kweb",-5411076
2020-10-19,"kweb",-6942470
2020-10-16,"kweb",-5036781
2020-10-15,"kweb",-6278796
2020-10-14,"kweb",-4177958
2020-10-13,"kweb",-2295143
2020-10-12,"kweb",80562
2020-10-09,"kweb",-2532896
2020-10-08,"kweb",-3629870
2020-10-07,"kweb",-5149088
2020-10-06,"kweb",-6526020
2020-10-05,"kweb",-8491234
2020-10-02,"kweb",-9869507
2020-10-01,"kweb",-7266211
2020-09-30,"kweb",-9014530
2020-09-29,"kweb",-11706681
2020-09-28,"kweb",-8850651
2020-09-25,"kweb",-9652698
2020-09-24,"kweb",-8125274
2020-09-23,"kweb",-6500593
2020-09-22,"kweb",-5545254
2020-09-21,"kweb",-4837811
2020-09-18,"kweb",-3732430
2020-09-17,"kweb",-2840039
2020-09-16,"kweb",-2155735
2020-09-15,"kweb",27748
2020-09-14,"kweb",-1628756
2020-09-11,"kweb",-3231711
2020-09-10,"kweb",-5027328
2020-09-09,"kweb",-295491
2020-09-08,"kweb",-2083445
2020-09-04,"kweb",1698849
2020-09-03,"kweb",-2809526
2020-09-02,"kweb",-134337
2020-09-01,"kweb",2095581
2020-08-31,"kweb",-1869002
2020-08-28,"kweb",-625745
2020-08-27,"kweb",-1986039
2020-08-26,"kweb",-564564
2020-08-25,"kweb",-2874019
2020-08-24,"kweb",-6993601
2020-08-21,"kweb",-8599275
2020-08-20,"kweb",-9747276
2020-08-19,"kweb",-10405141
2020-08-18,"kweb",-8685852
2020-08-17,"kweb",-10418979
2020-08-14,"kweb",-12905639
2020-08-13,"kweb",-7676014
2020-08-12,"kweb",-6486063
2020-08-11,"kweb",-7927945
2020-08-10,"kweb",-6288507
2020-08-07,"kweb",-3009719
2020-08-06,"kweb",1323448
2020-08-05,"kweb",55345
2020-08-04,"kweb",-2091273
2020-08-03,"kweb",-4097147
2020-07-31,"kweb",-6714297
2020-07-30,"kweb",-8140348
2020-07-29,"kweb",-7000984
2020-07-28,"kweb",-8146810
2020-07-27,"kweb",-6381888
2020-07-24,"kweb",-7621312
2020-07-23,"kweb",-4001386
2020-07-22,"kweb",-113354
2020-07-21,"kweb",3964447
2020-07-20,"kweb",286066
2020-07-17,"kweb",-2391957
2020-07-16,"kweb",-4494971
2020-07-15,"kweb",-392173
2020-07-14,"kweb",-4189998
2020-07-13,"kweb",119281
2020-07-10,"kweb",3120844
2020-07-09,"kweb",5952909
2020-07-08,"kweb",3344075
2020-07-07,"kweb",52923
2020-07-06,"kweb",2496032
2020-07-02,"kweb",-388253
2020-07-01,"kweb",-2880792
2020-06-30,"kweb",-3880158
2020-06-29,"kweb",-2781398
2020-06-26,"kweb",-3614522
2020-06-25,"kweb",-2859492
2020-06-24,"kweb",-3642243
2020-06-23,"kweb",-2255623
2020-06-22,"kweb",-3238648
2020-06-19,"kweb",-3238648
2020-06-18,"kweb",-4649259
2020-06-17,"kweb",-5280612
2020-06-16,"kweb",-6704748
2020-06-15,"kweb",-7870923
2020-06-12,"kweb",-8485945
2020-06-11,"kweb",-9420350
2020-06-10,"kweb",-8283861
2020-06-09,"kweb",-9283482
2020-06-08,"kweb",-8401573
2020-06-05,"kweb",-7407586
2020-06-04,"kweb",-8127877
2020-06-03,"kweb",-6892979
2020-06-02,"kweb",-8422247
2020-06-01,"kweb",-10242450
2020-05-29,"kweb",-12240370
2020-05-28,"kweb",-16003596
2020-05-27,"kweb",-13668519
2020-05-26,"kweb",-12599088
2020-05-22,"kweb",-15279729
2020-05-21,"kweb",-12310756
2020-05-20,"kweb",-6841814
2020-05-19,"kweb",-3046070
2020-05-18,"kweb",-4280135
2020-05-15,"kweb",-6493990
2020-05-14,"kweb",-7979603
2020-05-13,"kweb",-9249738
2020-05-12,"kweb",-11449459
2020-05-11,"kweb",-12988021
2020-05-08,"kweb",-11352639
2020-05-07,"kweb",-12749062
2020-05-06,"kweb",-14263136
2020-05-05,"kweb",-15272032
2020-05-04,"kweb",-16913333
2020-05-01,"kweb",-22901594
2020-04-30,"kweb",-17962154
2020-04-29,"kweb",-14788191
2020-04-28,"kweb",-16859038
2020-04-27,"kweb",-14881720
2020-04-24,"kweb",-17405657
2020-04-23,"kweb",-16456274
2020-04-22,"kweb",-15213597
2020-04-21,"kweb",-15975171
2020-04-20,"kweb",-14865192
2020-04-17,"kweb",-16450290
2020-04-16,"kweb",-15200300
2020-04-15,"kweb",-16234558
2020-04-14,"kweb",-17405668
2020-04-13,"kweb",-19211611
2020-04-09,"kweb",-20443265
2020-04-08,"kweb",-22470400
2020-04-07,"kweb",-19269795
2020-04-06,"kweb",-22037565
2020-04-03,"kweb",-24118397
2020-04-02,"kweb",-22208854
2020-04-01,"kweb",-23901035
2020-03-31,"kweb",-21755121
2020-03-30,"kweb",-23190393
2020-03-27,"kweb",-24198718
2020-03-26,"kweb",-23045943
2020-03-25,"kweb",-24973385
2020-03-24,"kweb",-26238751
2020-03-23,"kweb",-28089080
2020-03-20,"kweb",-30960158
2020-03-19,"kweb",-28850181
2020-03-18,"kweb",-31101230
2020-03-17,"kweb",-28329167
2020-03-16,"kweb",-30557447
2020-03-13,"kweb",-27112649
2020-03-12,"kweb",-29620646
2020-03-11,"kweb",-25099670
2020-03-10,"kweb",-20368640
2020-03-09,"kweb",-22764711
2020-03-06,"kweb",-18537463
2020-03-05,"kweb",-11862611
2020-03-04,"kweb",-14512771
2020-03-03,"kweb",-17271917
2020-03-02,"kweb",-11121786
2020-02-28,"kweb",-12721579
2020-02-27,"kweb",-7510999
2020-02-26,"kweb",-3822019
2020-02-25,"kweb",-7948360
2020-02-24,"kweb",-4134228
2020-02-21,"kweb",-1619493
2020-02-20,"kweb",2261106
2020-02-19,"kweb",4394990
2020-02-18,"kweb",3086483
2020-02-14,"kweb",5660913
2020-02-13,"kweb",10856038
2020-02-12,"kweb",15644158
2020-02-11,"kweb",13363818
2020-02-10,"kweb",8304926
2020-02-07,"kweb",6398841
2020-02-06,"kweb",9041182
2020-02-05,"kweb",6423719
2020-02-04,"kweb",13134694
2020-02-03,"kweb",9371281
2020-01-31,"kweb",6962747
2020-01-30,"kweb",10460453
2020-01-29,"kweb",14414390
2020-01-28,"kweb",12594319
2020-01-27,"kweb",9510928
2020-01-24,"kweb",15511277
2020-01-23,"kweb",19873724
2020-01-22,"kweb",23930552
2020-01-21,"kweb",26462240
2020-01-17,"kweb",31436797
2020-01-16,"kweb",29409041
2020-01-15,"kweb",31008021
2020-01-14,"kweb",27949207
2020-01-13,"kweb",30270860
2020-01-10,"kweb",27453095
2020-01-09,"kweb",25000005
2020-01-08,"kweb",22628563
2020-01-07,"kweb",20506335
2020-01-06,"kweb",19543969
2020-01-03,"kweb",18738069
2020-01-02,"kweb",21160693
2021-08-13,"mchi",-79340301
2021-08-12,"mchi",-76121603
2021-08-11,"mchi",-72911021
2021-08-10,"mchi",-75029456
2021-08-09,"mchi",-77864065
2021-08-06,"mchi",-81571545
2021-08-05,"mchi",-77344416
2021-08-04,"mchi",-74788836
2021-08-03,"mchi",-78548245
2021-08-02,"mchi",-75282000
2021-07-30,"mchi",-79778516
2021-07-29,"mchi",-75965202
2021-07-28,"mchi",-68511450
2021-07-27,"mchi",-76626560
2021-07-26,"mchi",-65922024
2021-07-23,"mchi",-58021617
2021-07-22,"mchi",-53044367
2021-07-21,"mchi",-48441445
2021-07-20,"mchi",-50658767
2021-07-19,"mchi",-47730335
2021-07-16,"mchi",-43523372
2021-07-15,"mchi",-38361801
2021-07-14,"mchi",-42231065
2021-07-13,"mchi",-39300495
2021-07-12,"mchi",-41832315
2021-07-09,"mchi",-40221306
2021-07-08,"mchi",-42644579
2021-07-07,"mchi",-36325735
2021-07-06,"mchi",-32592052
2021-07-02,"mchi",-29574664
2021-07-01,"mchi",-27372224
2021-06-30,"mchi",-24706310
2021-06-29,"mchi",-21209640
2021-06-28,"mchi",-18777433
2021-06-25,"mchi",-21815774
2021-06-24,"mchi",-25959682
2021-06-23,"mchi",-28160516
2021-06-22,"mchi",-32282647
2021-06-21,"mchi",-27253951
2021-06-18,"mchi",-25103461
2021-06-17,"mchi",-22202680
2021-06-16,"mchi",-25922002
2021-06-15,"mchi",-22143543
2021-06-14,"mchi",-19597892
2021-06-11,"mchi",-22806820
2021-06-10,"mchi",-20523700
2021-06-09,"mchi",-22878714
2021-06-08,"mchi",-21105380
2021-06-07,"mchi",-19684416
2021-06-04,"mchi",-17384553
2021-06-03,"mchi",-19548781
2021-06-02,"mchi",-16218649
2021-06-01,"mchi",-10309028
2021-05-28,"mchi",-12443863
2021-05-27,"mchi",-10511630
2021-05-26,"mchi",-13663748
2021-05-25,"mchi",-15654436
2021-05-24,"mchi",-17736628
2021-05-21,"mchi",-20024784
2021-05-20,"mchi",-16931030
2021-05-19,"mchi",-19268371
2021-05-18,"mchi",-22730553
2021-05-17,"mchi",-27475338
2021-05-14,"mchi",-30108011
2021-05-13,"mchi",-32992472
2021-05-12,"mchi",-28300787
2021-05-11,"mchi",-24850447
2021-05-10,"mchi",-27811189
2021-05-07,"mchi",-23436473
2021-05-06,"mchi",-20620812
2021-05-05,"mchi",-23328612
2021-05-04,"mchi",-21725396
2021-05-03,"mchi",-19440019
2021-04-30,"mchi",-15291226
2021-04-29,"mchi",-12979211
2021-04-28,"mchi",-9918439
2021-04-27,"mchi",-11777029
2021-04-26,"mchi",-13294956
2021-04-23,"mchi",-11083324
2021-04-22,"mchi",-13162774
2021-04-21,"mchi",-15410389
2021-04-20,"mchi",-17596843
