"time","symbol","AD"
2020-12-04,"kweb",76509888.485
2020-12-03,"kweb",76661719.5871
2020-12-02,"kweb",77293227.2917
2020-12-01,"kweb",75274745.6582
2020-11-30,"kweb",78944953.1801
2020-11-27,"kweb",79047865.2939
2020-11-25,"kweb",78426607.1986
2020-11-24,"kweb",77617742.4212
2020-11-23,"kweb",76781631.4211
2020-11-20,"kweb",77089407.1787
2020-11-19,"kweb",75883808.6895
2020-11-18,"kweb",73914764.118
2020-11-17,"kweb",77236311.5243
2020-11-16,"kweb",79639769.3992
2020-11-13,"kweb",81099784.709
2020-11-12,"kweb",80259318.7352
2020-11-11,"kweb",82894233.2276
2020-11-10,"kweb",77737742.8486
2020-11-09,"kweb",80143557.7224
2020-11-06,"kweb",84326142.9008
2020-11-05,"kweb",82390378.7235
2020-11-04,"kweb",82430496.4735
2020-11-03,"kweb",76616203.2725
2020-11-02,"kweb",73717171.5419
2020-10-30,"kweb",73236106.3051
2020-10-29,"kweb",73766287.6873
2020-10-28,"kweb",73238711.6804
2020-10-27,"kweb",73200436.2387
2020-10-26,"kweb",70795086.2883
2020-10-23,"kweb",69522300.5799
2020-10-22,"kweb",68786901.5138
2020-10-21,"kweb",68816838.9219
2020-10-20,"kweb",69666751.2508
2020-10-19,"kweb",69458784.1643
2020-10-16,"kweb",70844739.8007
2020-10-15,"kweb",70874885.0605
2020-10-14,"kweb",69242408.3593
2020-10-13,"kweb",70728841.2542
2020-10-12,"kweb",69435736.0008
2020-10-09,"kweb",68482592.4949
2020-10-08,"kweb",67402893.676
2020-10-07,"kweb",67153469.8254
2020-10-06,"kweb",66626995.8252
2020-10-05,"kweb",66614151.2892
2020-10-02,"kweb",65323387.686
2020-10-01,"kweb",66941431.2327
2020-09-30,"kweb",66050131.3502
2020-09-29,"kweb",65017802.7714
2020-09-28,"kweb",66037813.486
2020-09-25,"kweb",65531667.3211
2020-09-24,"kweb",64207899.8545
2020-09-23,"kweb",63565584.1103
2020-09-22,"kweb",64151964.5999
2020-09-21,"kweb",63839669.9422
2020-09-18,"kweb",62793638.2577
2020-09-17,"kweb",62514340.3112
2020-09-16,"kweb",62144816.1512
2020-09-15,"kweb",63297891.4434
2020-09-14,"kweb",62938255.7066
2020-09-11,"kweb",61678791.0639
2020-09-10,"kweb",61764296.6352
2020-09-09,"kweb",66190853.8287
2020-09-08,"kweb",64923031.9013
2020-09-04,"kweb",64944894.8721
2020-09-03,"kweb",61206633.7511
2020-09-02,"kweb",61754437.1287
2020-09-01,"kweb",61830053.1288
2020-08-31,"kweb",58035989.8278
2020-08-28,"kweb",59212494.7741
2020-08-27,"kweb",58262152.3906
2020-08-26,"kweb",58751904.2815
2020-08-25,"kweb",56942589.0674
2020-08-24,"kweb",53074061.9259
2020-08-21,"kweb",53353950.0543
2020-08-20,"kweb",52995199.7419
2020-08-19,"kweb",52401831.3105
2020-08-18,"kweb",52889390.8776
2020-08-17,"kweb",52356121.0313
2020-08-14,"kweb",49869461.0313
2020-08-13,"kweb",51358186.3964
2020-08-12,"kweb",52117488.4632
2020-08-11,"kweb",50869331.2241
2020-08-10,"kweb",52451745.2936
2020-08-07,"kweb",53133051.891
2020-08-06,"kweb",55191089.1236
2020-08-05,"kweb",53956504.2647
2020-08-04,"kweb",51906363.4782
2020-08-03,"kweb",49900489.4782
2020-07-31,"kweb",48444591.465
2020-07-30,"kweb",47018540.465
2020-07-29,"kweb",46008649.6469
2020-07-28,"kweb",45732070.9571
2020-07-27,"kweb",47354372.9978
2020-07-24,"kweb",46203479.2834
2020-07-23,"kweb",43023814.5539
2020-07-22,"kweb",45800980.2681
2020-07-21,"kweb",47595212.7079
2020-07-20,"kweb",50739635.1755
2020-07-17,"kweb",48515514.379
2020-07-16,"kweb",48936117.1794
2020-07-15,"kweb",46596505.0967
2020-07-14,"kweb",47815162.0151
2020-07-13,"kweb",44172266.3654
2020-07-10,"kweb",46947684.2078
2020-07-09,"kweb",46633010.3187
2020-07-08,"kweb",46077029.3025
2020-07-07,"kweb",42942879.1868
2020-07-06,"kweb",43285771.6782
2020-07-02,"kweb",43848116.5524
2020-07-01,"kweb",43071090.2245
2020-06-30,"kweb",43131657.8609
2020-06-29,"kweb",43670695.1588
2020-06-26,"kweb",43035261.5994
2020-06-25,"kweb",43186267.5995
2020-06-24,"kweb",42453479.4293
2020-06-23,"kweb",42386654.369
2020-06-22,"kweb",42402769.5329
2020-06-19,"kweb",42031506.2843
2020-06-18,"kweb",43281322.2478
2020-06-17,"kweb",43273330.4377
2020-06-16,"kweb",42484420.5672
2020-06-15,"kweb",42688038.4244
2020-06-12,"kweb",42146295.6415
2020-06-11,"kweb",41743887.6488
2020-06-10,"kweb",42642080.5681
2020-06-09,"kweb",42007912.4069
2020-06-08,"kweb",41472467.657
2020-06-05,"kweb",41856039.4039
2020-06-04,"kweb",41505128.404
2020-06-03,"kweb",42161515.6292
2020-06-02,"kweb",40979091.918
2020-06-01,"kweb",39452470.0471
2020-05-29,"kweb",37732521.5255
2020-05-28,"kweb",34393864.6124
2020-05-27,"kweb",36421019.3706
2020-05-26,"kweb",36436081.779
2020-05-22,"kweb",38438079.4883
2020-05-21,"kweb",39599851.5312
2020-05-20,"kweb",38028316.4738
2020-05-19,"kweb",38727624.0303
2020-05-18,"kweb",39961689.0303
2020-05-15,"kweb",38309558.4332
2020-05-14,"kweb",36948786.8618
2020-05-13,"kweb",35725839.5398
2020-05-12,"kweb",36708104.8919
2020-05-11,"kweb",38078823.7649
2020-05-08,"kweb",38149927.3297
2020-05-07,"kweb",36879497.3822
2020-05-06,"kweb",36094421.9745
2020-05-05,"kweb",36798850.0457
2020-05-04,"kweb",37830805.7643
2020-05-01,"kweb",36119874.0502
2020-04-30,"kweb",39574626.8826
2020-04-29,"kweb",40632614.5493
2020-04-28,"kweb",38688273.4749
2020-04-27,"kweb",40499430.2984
2020-04-24,"kweb",39397429.6362
2020-04-23,"kweb",39387581.2647
2020-04-22,"kweb",40356282.2333
2020-04-21,"kweb",40791467.3764
2020-04-20,"kweb",40984398.2634
2020-04-17,"kweb",41234676.8948
2020-04-16,"kweb",41619744.9044
2020-04-15,"kweb",40920921.9313
2020-04-14,"kweb",40117598.543
2020-04-13,"kweb",40387452.0946
2020-04-09,"kweb",39991433.5518
2020-04-08,"kweb",41246326.6468
2020-04-07,"kweb",41459700.3138
2020-04-06,"kweb",42794160.8495
2020-04-03,"kweb",41052068.9421
2020-04-02,"kweb",42112926.1644
2020-04-01,"kweb",41097617.5643
2020-03-31,"kweb",42961174.4593
2020-03-30,"kweb",42619443.0306
2020-03-27,"kweb",42342430.6678
2020-03-26,"kweb",43432809.186
2020-03-25,"kweb",41536964.5958
2020-03-24,"kweb",41907486.1317
2020-03-23,"kweb",40619830.2777
2020-03-20,"kweb",38726811.8161
2020-03-19,"kweb",40191817.6809
2020-03-18,"kweb",39745957.7342
2020-03-17,"kweb",39298850.7987
2020-03-16,"kweb",37606055.0787
2020-03-13,"kweb",38320124.8236
2020-03-12,"kweb",37993640.007
2020-03-11,"kweb",38884060.7426
2020-03-10,"kweb",41682698.2074
2020-03-09,"kweb",39492004.7217
2020-03-06,"kweb",38374054.8374
2020-03-05,"kweb",38510276.3073
2020-03-04,"kweb",37902230.9393
2020-03-03,"kweb",35931412.3673
2020-03-02,"kweb",37559388.2205
2020-02-28,"kweb",36009982.4017
2020-02-27,"kweb",31314734.4897
2020-02-26,"kweb",32204725.5156
2020-02-25,"kweb",33025870.8105
2020-02-24,"kweb",35956240.518
2020-02-21,"kweb",34612047.1293
2020-02-20,"kweb",36177902.8666
2020-02-19,"kweb",36855326.3585
2020-02-18,"kweb",35641983.504
2020-02-14,"kweb",36590457.7148
2020-02-13,"kweb",38668507.7149
2020-02-12,"kweb",37431128.3892
2020-02-11,"kweb",35440355.3734
2020-02-10,"kweb",38517413.3942
2020-02-07,"kweb",36777074.916
2020-02-06,"kweb",37898533.5962
2020-02-05,"kweb",36532900.7264
2020-02-04,"kweb",40929746.4166
2020-02-03,"kweb",41779186.4216
2020-01-31,"kweb",39831107.4511
2020-01-30,"kweb",40490095.5382
2020-01-29,"kweb",37006865.3241
2020-01-28,"kweb",36836049.5993
2020-01-27,"kweb",34701394.2913
2020-01-24,"kweb",31111227.3162
2020-01-23,"kweb",33844804.6846
2020-01-22,"kweb",30317128.1622
2020-01-21,"kweb",32848816.1622
2020-01-17,"kweb",31138812.1929
2020-01-16,"kweb",30542413.3698
2020-01-15,"kweb",31423483.9824
2020-01-14,"kweb",31735607.8601
2020-01-13,"kweb",31680330.4074
2020-01-10,"kweb",29977930.7198
2020-01-09,"kweb",30664795.9197
2020-01-08,"kweb",30467175.753
2020-01-07,"kweb",29546917.5936
2020-01-06,"kweb",29007719.622
2020-01-03,"kweb",28251413.4682
2020-01-02,"kweb",28228772.1226
2021-08-13,"mchi",350820035.8521
2021-08-12,"mchi",350059252.6884
2021-08-11,"mchi",350784222.8175
2021-08-10,"mchi",351344016.5221
2021-08-09,"mchi",352742423.6288
2021-08-06,"mchi",350888683.6288
2021-08-05,"mchi",353083539.0711
2021-08-04,"mchi",353402986.5711
2021-08-03,"mchi",354409025.5993
2021-08-02,"mchi",351495888.1668
2021-07-30,"mchi",351096197.8557
2021-07-29,"mchi",348858633.4425
2021-07-28,"mchi",350609514.7848
2021-07-27,"mchi",344278699.584
2021-07-26,"mchi",335913952.8736
2021-07-23,"mchi",341531005.2493
2021-07-22,"mchi",341055997.9879
2021-07-21,"mchi",340727217.845
2021-07-20,"mchi",338509895.845
2021-07-19,"mchi",337090964.876
2021-07-16,"mchi",332884001.876
2021-07-15,"mchi",336532698.6173
2021-07-14,"mchi",337227181.8994
2021-07-13,"mchi",339491713.263
2021-07-12,"mchi",340712944.0865
2021-07-09,"mchi",339886426.4257
2021-07-08,"mchi",338202457.0528
2021-07-07,"mchi",336071249.3132
2021-07-06,"mchi",339108821.9233
2021-07-02,"mchi",340678342.3172
2021-07-01,"mchi",340515198.6135
2021-06-30,"mchi",341441650.9965
2021-06-29,"mchi",343073430.3298
2021-06-28,"mchi",340785710.8744
2021-06-25,"mchi",340418438.8854
2021-06-24,"mchi",337371447.7089
2021-06-23,"mchi",335872328.8973
2021-06-22,"mchi",337818890.7584
2021-06-21,"mchi",336469728.417
2021-06-18,"mchi",334594942.2631
2021-06-17,"mchi",336114398.9774
2021-06-16,"mchi",334111687.1313
2021-06-15,"mchi",336742259.8528
2021-06-14,"mchi",339287910.8528
2021-06-11,"mchi",338077987.1806
2021-06-10,"mchi",336224630.9454
2021-06-09,"mchi",334797349.7332
2021-06-08,"mchi",336522099.2403
2021-06-07,"mchi",336522099.2403
2021-06-04,"mchi",335266618.4727
2021-06-03,"mchi",333879292.8309
2021-06-02,"mchi",335601371.6266
2021-06-01,"mchi",334123966.3772
2021-05-28,"mchi",332820885.2734
2021-05-27,"mchi",332228333.8201
2021-05-26,"mchi",329076215.8201
2021-05-25,"mchi",328347915.3322
2021-05-24,"mchi",329041979.3322
2021-05-21,"mchi",328933019.5231
2021-05-20,"mchi",331293656.4613
2021-05-19,"mchi",330365123.7356
2021-05-18,"mchi",327783157.498
2021-05-17,"mchi",328148140.9597
2021-05-14,"mchi",326892558.4524
2021-05-13,"mchi",325035759.6708
2021-05-12,"mchi",327403390.1814
2021-05-11,"mchi",329907669.2139
2021-05-10,"mchi",327199502.3607
2021-05-07,"mchi",331466200.6816
2021-05-06,"mchi",333510447.7089
2021-05-05,"mchi",332933948.3541
2021-05-04,"mchi",334347153.5687
2021-05-03,"mchi",334930318.7341
2021-04-30,"mchi",337853331.9841
2021-04-29,"mchi",339162934.8861
2021-04-28,"mchi",339573526.2521
2021-04-27,"mchi",340108189.1288
2021-04-26,"mchi",340047472.0487
2021-04-23,"mchi",338632585.2907
2021-04-22,"mchi",337852791.5408
2021-04-21,"mchi",338118638.476
2021-04-20,"mchi",336140418.1902
2021-04-19,"mchi",337250183.7287
2021-04-16,"mchi",337004441.7287
2021-04-15,"mchi",336972987.3599
2021-04-14,"mchi",337275596.5809
2021-04-13,"mchi",341416713.0515
2021-04-12,"mchi",340295374.8697
2021-04-09,"mchi",338138779.1692
2021-04-08,"mchi",337309600.2426
2021-04-07,"mchi",339422240.3178
2021-04-06,"mchi",337907510.1563
2021-04-05,"mchi",336773099.5169
2021-04-01,"mchi",337595896.3169
2021-03-31,"mchi",340056871.1531
2021-03-30,"mchi",338200729.0046
2021-03-29,"mchi",335885718.2251
2021-03-26,"mchi",335806044.6076
2021-03-25,"mchi",331343135.0168
2021-03-24,"mchi",333352324.3633
2021-03-23,"mchi",338964907.7927
2021-03-22,"mchi",341908058.0942
2021-03-19,"mchi",341392820.6085
2021-03-18,"mchi",337686289.437
2021-03-17,"mchi",341100219.8059
2021-03-16,"mchi",338913576.6802
2021-03-15,"mchi",339177631.1642
2021-03-12,"mchi",336383703.9129
2021-03-11,"mchi",332086461.1133
2021-03-10,"mchi",326153656.6792
2021-03-09,"mchi",329795011.4331
2021-03-08,"mchi",326353467.3607
2021-03-05,"mchi",331488256.4965
2021-03-04,"mchi",326626271.5866
2021-03-03,"mchi",329535317.3968
2021-03-02,"mchi",334086851.4357
2021-03-01,"mchi",336556509.7216
2021-02-26,"mchi",334386424.8129
2021-02-25,"mchi",334666191.5342
2021-02-24,"mchi",338903514.3143
2021-02-23,"mchi",334363199.7769
2021-02-22,"mchi",330362831.3571
2021-02-19,"mchi",335661068.232
2021-02-18,"mchi",336652031.2144
2021-02-17,"mchi",333357892.2788
2021-02-16,"mchi",332356416.1974
2021-02-12,"mchi",333702076.9021
2021-02-11,"mchi",333374878.3891
2021-02-10,"mchi",333488088.5928
2021-02-09,"mchi",333761224.4301
2021-02-08,"mchi",330545331.9448
2021-02-05,"mchi",330186232.1095
2021-02-04,"mchi",327989862.1839
2021-02-03,"mchi",325917866.4587
2021-02-02,"mchi",327699732.3226
2021-02-01,"mchi",326520474.1409
2021-01-29,"mchi",323807483.8249
2021-01-28,"mchi",325080445.0411
2021-01-27,"mchi",322268452.0062
2021-01-26,"mchi",326158167.2198
2021-01-25,"mchi",323288011.8642
2021-01-22,"mchi",324955216.2124
2021-01-21,"mchi",323062913.7125
2021-01-20,"mchi",319667679.5647
2021-01-19,"mchi",317518890.4981
2021-01-15,"mchi",315439664.8211
2021-01-14,"mchi",317793149.2911
2021-01-13,"mchi",321446393.7473
2021-01-12,"mchi",320829534.9432
2021-01-11,"mchi",321973484.4157
2021-01-08,"mchi",324862685.537
2021-01-07,"mchi",320229900.5276
2021-01-06,"mchi",316971034.6947
2021-01-05,"mchi",321204415.8805
2021-01-04,"mchi",317004480.7927
2020-12-31,"mchi",318941067.5075
2020-12-30,"mchi",319641281.788
2020-12-29,"mchi",318286765.0655
2020-12-28,"mchi",315951728.4435
2020-12-24,"mchi",316357123.6623
2020-12-23,"mchi",316841095.7642
2020-12-22,"mchi",316668622.3679
2020-12-21,"mchi",318619702.1215
2020-12-18,"mchi",316989748.0198
2020-12-17,"mchi",315435938.1358
2020-12-16,"mchi",314339723.3353
2020-12-15,"mchi",313621005.972
2020-12-14,"mchi",310958857.2718
2020-12-11,"mchi",313494585.999
2020-12-10,"mchi",314347155.4794
2020-12-09,"mchi",311891836.5082
2020-12-08,"mchi",313958400.8558
2020-12-07,"mchi",311741466.2291
2020-12-04,"mchi",311257541.0068
2020-12-03,"mchi",312438807.9472
2020-12-02,"mchi",312572722.9812
2020-12-01,"mchi",308034099.2546
2020-11-30,"mchi",310202623.3344
2020-11-27,"mchi",314142658.9963
2020-11-25,"mchi",313828890.6852
2020-11-24,"mchi",310766589.7893
2020-11-23,"mchi",305756075.7893
2020-11-20,"mchi",307105980.1488
2020-11-19,"mchi",305929989.085
2020-11-18,"mchi",303682453.2668
2020-11-17,"mchi",305343054.1899
2020-11-16,"mchi",304763545.6409
2020-11-13,"mchi",305243920.3758
2020-11-12,"mchi",305080171.4591
2020-11-11,"mchi",308283138.067
2020-11-10,"mchi",303712999.4511
2020-11-09,"mchi",307524748.2388
2020-11-06,"mchi",315007546.282
2020-11-05,"mchi",312086245.282
2020-11-04,"mchi",310952940.6667
2020-11-03,"mchi",304912027.9472
2020-11-02,"mchi",303680691.1053
2020-10-30,"mchi",300904868.3785
2020-10-29,"mchi",302477996.8729
2020-10-28,"mchi",301187843.5968
2020-10-27,"mchi",302889843.7016
2020-10-26,"mchi",299266731.1863
2020-10-23,"mchi",298685915.5296
2020-10-22,"mchi",296107357.6712
2020-10-21,"mchi",296897712.6928
2020-10-20,"mchi",300167762.0558
2020-10-19,"mchi",300231281.639
2020-10-16,"mchi",302423516.2939
2020-10-15,"mchi",302232345.9975
2020-10-14,"mchi",297495929.89
2020-10-13,"mchi",300777949.5634
2020-10-12,"mchi",299100123.2688
2020-10-09,"mchi",297859369.8155
2020-10-08,"mchi",296143401.9859
2020-10-07,"mchi",293306448.2864
2020-10-06,"mchi",291880807.1992
2020-10-05,"mchi",292730723.0192
2020-10-02,"mchi",291199423.8849
2020-10-01,"mchi",291947372.9512
2020-09-30,"mchi",290654975.6646
2020-09-29,"mchi",288480087.3644
2020-09-28,"mchi",288213318.4758
2020-09-25,"mchi",286437796.2112
2020-09-24,"mchi",283449752.6434
2020-09-23,"mchi",282365192.9853
2020-09-22,"mchi",285310525.2009
2020-09-21,"mchi",284540469.5486
2020-09-18,"mchi",280637179.5486
2020-09-17,"mchi",281979568.4428
2020-09-16,"mchi",280914638.8262
2020-09-15,"mchi",283431219.8881
2020-09-14,"mchi",283345798.2252
2020-09-11,"mchi",281773027.8919
2020-09-10,"mchi",282465103.6022
2020-09-09,"mchi",284908429.6424
2020-09-08,"mchi",282988687.0746
2020-09-04,"mchi",283514487.1636
2020-09-03,"mchi",280001286.9025
2020-09-02,"mchi",280846884.8382
2020-09-01,"mchi",279734096.4053
2020-08-31,"mchi",277237073.7583
2020-08-28,"mchi",277414399.3898
2020-08-27,"mchi",274875223.3898
2020-08-26,"mchi",276138633.8374
2020-08-25,"mchi",273950325.5671
2020-08-24,"mchi",271640994.9909
2020-08-21,"mchi",272051100.6111
2020-08-20,"mchi",269864079.9214
2020-08-19,"mchi",267781896.8602
2020-08-18,"mchi",268972828.9562
2020-08-17,"mchi",268277002.6824
2020-08-14,"mchi",264608491.0023
2020-08-13,"mchi",264452224.7088
2020-08-12,"mchi",265280206.5626
2020-08-11,"mchi",263120355.0626
2020-08-10,"mchi",265440899.6604
2020-08-07,"mchi",264337784.2119
2020-08-06,"mchi",264588927.1963
2020-08-05,"mchi",260879101.9945
2020-08-04,"mchi",260951393.8086
2020-08-03,"mchi",258558110.8082
2020-07-31,"mchi",257112866.1205
2020-07-30,"mchi",256231104.7568
2020-07-29,"mchi",254110779.592
2020-07-28,"mchi",251961524.9526
2020-07-27,"mchi",254342588.7361
2020-07-24,"mchi",252732531.4394
2020-07-23,"mchi",248302293.1495
2020-07-22,"mchi",250471481.2723
2020-07-21,"mchi",251069446.2874
2020-07-20,"mchi",253980571.6531
2020-07-17,"mchi",251408189.0559
2020-07-16,"mchi",250945008.913
2020-07-15,"mchi",248727039.6475
2020-07-14,"mchi",248866056.0634
2020-07-13,"mchi",244031504.368
2020-07-10,"mchi",248662502.4398
2020-07-09,"mchi",246466607.1451
2020-07-08,"mchi",249779660.3774
2020-07-07,"mchi",245594116.7037
2020-07-06,"mchi",250595848.023
2020-07-02,"mchi",245849174.4189
2020-07-01,"mchi",243413865.1756
2020-06-30,"mchi",244456366.7142
2020-06-29,"mchi",244868206.3653
2020-06-26,"mchi",242730164.216
2020-06-25,"mchi",243288312.4072
2020-06-24,"mchi",242411623.4789
2020-06-23,"mchi",242430212.1068
2020-06-22,"mchi",243388920.4707
2020-06-19,"mchi",239385447.4707
2020-06-18,"mchi",243052956.7564
2020-06-17,"mchi",243001724.8896
2020-06-16,"mchi",242566375.0434
2020-06-15,"mchi",244242530.1625
2020-06-12,"mchi",239824168.7146
2020-06-11,"mchi",238772445.2026
2020-06-10,"mchi",245565366.6577
2020-06-09,"mchi",243149902.1519
2020-06-08,"mchi",238152387.919
2020-06-05,"mchi",234856485.919
2020-06-04,"mchi",236683300.7752
2020-06-03,"mchi",237283491.3176
2020-06-02,"mchi",235134954.0494
2020-06-01,"mchi",232785882.9281
2020-05-29,"mchi",229387220.032
2020-05-28,"mchi",224211963.3615
2020-05-27,"mchi",232061392.0395
2020-05-26,"mchi",232357810.2304
2020-05-22,"mchi",237548569.3188
2020-05-21,"mchi",243475948.9347
2020-05-20,"mchi",244201429.8204
2020-05-19,"mchi",244526872.6661
2020-05-18,"mchi",246775439.4488
2020-05-15,"mchi",243762388.9866
2020-05-14,"mchi",241876058.7373
2020-05-13,"mchi",237726609.2124
2020-05-12,"mchi",239333559.724
2020-05-11,"mchi",244852905.724
2020-05-08,"mchi",244264191.9851
2020-05-07,"mchi",242873792.7853
2020-05-06,"mchi",242586272.0581
2020-05-05,"mchi",243952717.2731
2020-05-04,"mchi",245607247.8291
2020-05-01,"mchi",243183631.3528
2020-04-30,"mchi",247139539.9313
2020-04-29,"mchi",249513686.5222
2020-04-28,"mchi",248203861.3657
2020-04-27,"mchi",253926106.7013
2020-04-24,"mchi",250297755.9891
2020-04-23,"mchi",249901871.7955
2020-04-22,"mchi",252314669.2651
2020-04-21,"mchi",253428624.1394
2020-04-20,"mchi",254910582.0972
2020-04-17,"mchi",256337362.3756
2020-04-16,"mchi",256601434.8059
2020-04-15,"mchi",255432282.6325
2020-04-14,"mchi",253751859.8324
2020-04-13,"mchi",254704308.9017
2020-04-09,"mchi",253397774.8478
2020-04-08,"mchi",255499531.0405
2020-04-07,"mchi",253755822.9843
2020-04-06,"mchi",257281936.326
2020-04-03,"mchi",253230267.0214
2020-04-02,"mchi",255152852.2841
2020-04-01,"mchi",252578677.6176
2020-03-31,"mchi",255837046.6176
2020-03-30,"mchi",256785303.5076
2020-03-27,"mchi",252777818.5076
2020-03-26,"mchi",256636670.6131
2020-03-25,"mchi",249140539.5938
2020-03-24,"mchi",248675719.3385
2020-03-23,"mchi",245729396.356
2020-03-20,"mchi",244464020.9123
2020-03-19,"mchi",254097744.261
2020-03-18,"mchi",253496973.4204
2020-03-17,"mchi",251125079.9606
2020-03-16,"mchi",247419220.2421
2020-03-13,"mchi",246970770.3914
2020-03-12,"mchi",244666354.6638
2020-03-11,"mchi",245618731.2174
2020-03-10,"mchi",248283924.2016
2020-03-09,"mchi",242426305.0075
2020-03-06,"mchi",241019810.5893
2020-03-05,"mchi",239397925.4328
2020-03-04,"mchi",242892260.9317
2020-03-03,"mchi",239767637.1189
2020-03-02,"mchi",242741127.7331
2020-02-28,"mchi",230407882.4571
2020-02-27,"mchi",213695667.4571
2020-02-26,"mchi",220707090.3604
2020-02-25,"mchi",230168332.3604
2020-02-24,"mchi",240300251.3162
2020-02-21,"mchi",238698945.6771
2020-02-20,"mchi",241848963.4734
2020-02-19,"mchi",243505382.3511
2020-02-18,"mchi",244235773.0461
2020-02-14,"mchi",243748663.0464
2020-02-13,"mchi",244238938.4434
2020-02-12,"mchi",245659763.3004
2020-02-11,"mchi",241952212.3004
2020-02-10,"mchi",243603291.9728
2020-02-07,"mchi",240891311.8298
2020-02-06,"mchi",242305155.0114
2020-02-05,"mchi",245568303.403
2020-02-04,"mchi",248587039.8338
2020-02-03,"mchi",248389155.69
2020-01-31,"mchi",247559976.0379
2020-01-30,"mchi",245756876.4768
2020-01-29,"mchi",241214936.5736
2020-01-28,"mchi",242331645.3238
2020-01-27,"mchi",236671069.8616
2020-01-24,"mchi",226723694.4328
2020-01-23,"mchi",228360573.7042
2020-01-22,"mchi",219078254.6828
2020-01-21,"mchi",220884578.4458
2020-01-17,"mchi",226349801.304
2020-01-16,"mchi",225029253.3033
2020-01-15,"mchi",220690463.3033
2020-01-14,"mchi",221284741.1977
2020-01-13,"mchi",220868694.14
2020-01-10,"mchi",218546854.7502
2020-01-09,"mchi",217980912.0001
2020-01-08,"mchi",217444978.2955
2020-01-07,"mchi",216130869.8004
2020-01-06,"mchi",215305441.3393
2020-01-03,"mchi",212518899.6723
2020-01-02,"mchi",214798586.9804
2021-08-13,"pdd",-36562268.9773
2021-08-12,"pdd",-33759095.1823
2021-08-11,"pdd",-35514412.4899
2021-08-10,"pdd",-32438704.9617
2021-08-09,"pdd",-28689561.7279
2021-08-06,"pdd",-31884249.4614
2021-08-05,"pdd",-29900936.9857
2021-08-04,"pdd",-30755993.7596
2021-08-03,"pdd",-23641001.4302
2021-08-02,"pdd",-22988293.6977
2021-07-30,"pdd",-26948358.7871
2021-07-29,"pdd",-30183192.4632
2021-07-28,"pdd",-28323790.7184
2021-07-27,"pdd",-45104938.1383
2021-07-26,"pdd",-27630280.5395
2021-07-23,"pdd",-16910738.6824
2021-07-22,"pdd",-11947753.3115
2021-07-21,"pdd",-12316969.208
2021-07-20,"pdd",-15548598.3169
2021-07-19,"pdd",-12848299.4095
2021-07-16,"pdd",-14047407.8332
2021-07-15,"pdd",-9422490.0979
2021-07-14,"pdd",-9290662.4808
2021-07-13,"pdd",-13835778.5359
2021-07-12,"pdd",-13744845.8234
2021-07-09,"pdd",-15621772.5387
2021-07-08,"pdd",-20390817.6204
2021-07-07,"pdd",-25220089.4931
2021-07-06,"pdd",-21257293.8225
2021-07-02,"pdd",-19842353.6841
2021-07-01,"pdd",-16175139.6727
2021-06-30,"pdd",-10270634.2664
2021-06-29,"pdd",-3134840.4134
2021-06-28,"pdd",-12641054.8232
2021-06-25,"pdd",-6889035.7419
2021-06-24,"pdd",-6538976.5608
2021-06-23,"pdd",-11499320.1719
2021-06-22,"pdd",-15085698.216
2021-06-21,"pdd",-11897495.7218
2021-06-18,"pdd",-9473965.1724
2021-06-17,"pdd",-871882.0772
2021-06-16,"pdd",-5655303.0284
2021-06-15,"pdd",-6877183.4477
2021-06-14,"pdd",-3297772.6103
2021-06-11,"pdd",-6208373.5703
2021-06-10,"pdd",-5132444.1233
2021-06-09,"pdd",-2756627.6461
2021-06-08,"pdd",1787612.8974
2021-06-07,"pdd",1373844.2587
2021-06-04,"pdd",4695199.0455
2021-06-03,"pdd",8110742.7066
2021-06-02,"pdd",9966299.0719
2021-06-01,"pdd",4573767.9696
2021-05-28,"pdd",-1639072.2539
2021-05-27,"pdd",-4650154.4914
2021-05-26,"pdd",6759777.4294
2021-05-25,"pdd",21675289.8981
2021-05-24,"pdd",27212409.3832
2021-05-21,"pdd",26808900.3346
2021-05-20,"pdd",29159874.0508
2021-05-19,"pdd",26992444.7825
2021-05-18,"pdd",21874298.4804
2021-05-17,"pdd",20866554.6375
2021-05-14,"pdd",18263080.4837
2021-05-13,"pdd",11687685.6087
2021-05-12,"pdd",18844395.5323
2021-05-11,"pdd",22172459.8994
2021-05-10,"pdd",16585040.0176
2021-05-07,"pdd",17343051.624
2021-05-06,"pdd",17990020.8938
2021-05-05,"pdd",17154190.5091
2021-05-04,"pdd",18567130.2352
2021-05-03,"pdd",18105141.8008
2021-04-30,"pdd",19765255.6192
2021-04-29,"pdd",23622515.9152
2021-04-28,"pdd",25616089.214
2021-04-27,"pdd",25167272.1294
2021-04-26,"pdd",26067549.2372
2021-04-23,"pdd",22269340.794
2021-04-22,"pdd",20938623.0417
2021-04-21,"pdd",19168208.4783
2021-04-20,"pdd",14001706.8079
2021-04-19,"pdd",18283418.1122
2021-04-16,"pdd",19563731.6263
2021-04-15,"pdd",20543649.2404
2021-04-14,"pdd",21488280.3095
2021-04-13,"pdd",23865033.4632
2021-04-12,"pdd",22515025.8793
2021-04-09,"pdd",24757357.8991
2021-04-08,"pdd",25359563.9374
2021-04-07,"pdd",28627309.8322
2021-04-06,"pdd",34000858.2672
2021-04-05,"pdd",32981276.4633
2021-04-01,"pdd",31024188.8368
